INDEX,SRC,FIELD_NAME,SBID,SCAN,CAL_SBID,STATE,RA_HMS,DEC_DMS,RA_DEG,DEC_DEG,GAL_LONG,GAL_LAT,POL_AXIS,SCAN_START,SCAN_LEN,SCAN_TINT,NBEAMS_I,MOSAIC_TIME,NPIXELS_V,PSF_MAJOR,PSF_MINOR,PSF_ANGLE,MINIMUM,MAXIMUM,MED_RMS_uJy,MODE_RMS_uJy,STD_RMS_uJy,MIN_RMS_uJy,MAX_RMS_uJy,SELAVY_TIME,NUM_SELAVY,SELECT,DEFECT,ANOMALY,COMMENT,MinUV,CPSF_MAJOR,CPSF_MINOR,CPSF_ANGLE
11,5,RACS_1554-71A,12505,11,12509,OBSERVED,15 54 44.495,-71 36 16.41,238.685395833333,-71.6045583333333,316.404115438518,-13.7078450227859,74.997,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
12,5,RACS_1554-71A,14841,0,14843,OBSERVED,15 54 44.495,-71 36 16.41,238.685395833333,-71.6045583333333,316.404115438518,-13.7078450227859,74.997,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
13,6,RACS_1459-76A,9510,7,9514,OBSERVED,14 59 21.275,-76 37 34.53,224.838645833333,-76.6262583333333,310.239072194298,-15.6049442425273,89.374,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
14,6,RACS_1459-76A,13755,0,13708,OBSERVED,14 59 21.275,-76 37 34.53,224.838645833333,-76.6262583333333,310.239072194298,-15.6049442425273,89.374,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
15,7,RACS_1313-80A,9510,8,9514,OBSERVED,13 13 38.034,-80 02 44.94,198.408475,-80.0458166666667,303.934609735269,-17.2173082255168,116.33,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
16,7,RACS_1313-80A,13751,0,13708,OBSERVED,13 13 38.034,-80 02 44.94,198.408475,-80.0458166666667,303.934609735269,-17.2173082255168,116.33,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
17,8,RACS_1046-80A,9510,9,9514,OBSERVED,10 46 21.965,-80 02 44.94,161.591520833333,-80.0458166666667,297.502389301979,-18.5191514670998,-206.33,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
18,8,RACS_1046-80A,13832,0,13818,OBSERVED,10 46 21.965,-80 02 44.94,161.591520833333,-80.0458166666667,297.502389301979,-18.5191514670998,-206.33,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
19,9,RACS_0900-76A,9510,3,9514,OBSERVED,09 00 38.724,-76 37 34.53,135.16135,-76.6262583333333,290.962598776641,-19.4882218115977,-179.374,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
20,10,RACS_0805-71A,9607,2,9608,OBSERVED,08 05 15.504,-71 36 16.41,121.3146,-71.6045583333333,284.343202992129,-20.1070388945223,-164.997,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
21,10,RACS_0805-71A,10383,12,10379,OBSERVED,08 05 15.504,-71 36 16.41,121.3146,-71.6045583333333,284.343202992129,-20.1070388945223,-164.997,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
22,11,RACS_1714-73A,9510,14,9514,OBSERVED,17 14 09.447,-73 56 46.18,258.5393625,-73.9461611111111,318.45583731654,-19.6845725779341,56.025,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
23,11,RACS_1714-73A,12444,14,12455,OBSERVED,17 14 09.447,-73 56 46.18,258.5393625,-73.9461611111111,318.45583731654,-19.6845725779341,56.025,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
24,12,RACS_1645-80A,9510,13,9514,OBSERVED,16 45 52.856,-80 02 36.71,251.470233333333,-80.0435305555556,312.069201665655,-21.6520289824547,63.269,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
25,13,RACS_1459-85A,9510,12,9514,OBSERVED,14 59 49.892,-85 32 47.42,224.957883333333,-85.5465055555556,305.507432006421,-23.3323228294645,89.955,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
26,13,RACS_1459-85A,13814,0,13818,OBSERVED,14 59 49.892,-85 32 47.42,224.957883333333,-85.5465055555556,305.507432006421,-23.3323228294645,89.955,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
27,14,RACS_0900-85A,9510,10,9514,OBSERVED,09 00 10.107,-85 32 47.42,135.0421125,-85.5465055555556,298.783802913869,-24.6957097509756,-179.955,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
28,15,RACS_0714-80A,9510,5,9514,OBSERVED,07 14 07.143,-80 02 36.71,108.5297625,-80.0435305555556,291.922622022268,-25.7161227872205,-153.269,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
29,15,RACS_0714-80A,13794,0,13818,OBSERVED,07 14 07.143,-80 02 36.71,108.5297625,-80.0435305555556,291.922622022268,-25.7161227872205,-153.269,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
30,16,RACS_0645-73A,9607,1,9608,OBSERVED,06 45 50.552,-73 56 46.18,101.460633333333,-73.9461611111111,284.958638679444,-26.3727872165233,-146.025,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
31,16,RACS_0645-73A,10383,11,10379,OBSERVED,06 45 50.552,-73 56 46.18,101.460633333333,-73.9461611111111,284.958638679444,-26.3727872165233,-146.025,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
32,17,RACS_1845-73A,9515,0,9514,OBSERVED,18 45 50.552,-73 56 46.18,281.460633333333,-73.9461611111111,320.784507626978,-25.6068298220476,33.975,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
33,18,RACS_1914-80A,9515,6,9514,OBSERVED,19 14 07.143,-80 02 36.71,288.5297625,-80.0435305555556,314.133697822876,-27.6662366910662,26.731,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
34,19,RACS_2100-85A,9515,8,9514,OBSERVED,21 00 10.107,-85 32 47.42,315.0421125,-85.5465055555556,307.259533109534,-29.4336324353339,0.045,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
35,20,RACS_0259-85A,9515,10,9514,OBSERVED,02 59 49.892,-85 32 47.42,44.9578833333333,-85.5465055555556,300.17646822108,-30.873914533463,-90.045,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
36,20,RACS_0259-85A,13785,0,13818,OBSERVED,02 59 49.892,-85 32 47.42,44.9578833333333,-85.5465055555556,300.17646822108,-30.873914533463,-90.045,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
37,21,RACS_0445-80A,9510,4,9514,OBSERVED,04 45 52.856,-80 02 36.71,71.4702333333333,-80.0435305555556,292.913908438906,-31.9557489785995,-116.731,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
38,21,RACS_0445-80A,13721,0,13708,OBSERVED,04 45 52.856,-80 02 36.71,71.4702333333333,-80.0435305555556,292.913908438906,-31.9557489785995,-116.731,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
39,22,RACS_0514-73A,9607,0,9608,OBSERVED,05 14 09.447,-73 56 46.18,78.5393625,-73.9461611111111,285.515975939659,-32.6537734115797,-123.975,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
40,22,RACS_0514-73A,10383,10,10379,OBSERVED,05 14 09.447,-73 56 46.18,78.5393625,-73.9461611111111,285.515975939659,-32.6537734115797,-123.975,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
41,23,RACS_2005-71A,9515,1,9514,OBSERVED,20 05 15.504,-71 36 16.41,301.3146,-71.6045583333333,323.471290928398,-31.4391032676796,15.003,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
42,24,RACS_2100-76A,9515,4,9514,OBSERVED,21 00 38.724,-76 37 34.53,315.16135,-76.6262583333333,316.509855089945,-33.6159777874116,0.626,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
43,25,RACS_2246-80A,9515,3,9514,OBSERVED,22 46 21.965,-80 02 44.94,341.591520833333,-80.0458166666667,309.258736980029,-35.4939870926081,-26.33,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
44,26,RACS_0113-80A,9515,5,9514,OBSERVED,01 13 38.034,-80 02 44.94,18.408475,-80.0458166666667,301.732177715818,-37.0306760304911,-63.67,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
45,26,RACS_0113-80A,13783,0,13818,OBSERVED,01 13 38.034,-80 02 44.94,18.408475,-80.0458166666667,301.732177715818,-37.0306760304911,-63.67,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
46,27,RACS_0259-76A,9510,1,9514,OBSERVED,02 59 21.275,-76 37 34.53,44.8386458333333,-76.6262583333333,293.965614229241,-38.1872818976438,-90.626,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
47,27,RACS_0259-76A,13715,0,13708,OBSERVED,02 59 21.275,-76 37 34.53,44.8386458333333,-76.6262583333333,293.965614229241,-38.1872818976438,-90.626,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
48,28,RACS_0354-71A,8680,22,8679,OBSERVED,03 54 44.495,-71 36 16.41,58.6853958333333,-71.6045583333333,286.016365069975,-38.9318763706517,-105.003,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
49,28,RACS_0354-71A,12534,22,12509,OBSERVED,03 54 44.495,-71 36 16.41,58.6853958333333,-71.6045583333333,286.016365069975,-38.9318763706517,-105.003,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
50,29,RACS_2126-69A,8680,20,8679,OBSERVED,21 26 01.659,-69 44 45.04,321.5069125,-69.7458444444444,323.093511493331,-38.3311484852214,-4.714,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
51,30,RACS_2232-73A,8680,21,8679,OBSERVED,22 32 45.691,-73 01 54.17,338.190379166667,-73.0317138888889,315.546596094929,-40.5230190886174,-22.297,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
52,31,RACS_0000-74A,9515,2,9514,OBSERVED,00 00 00,-74 16 44.4,0.0,-74.279,307.614396399724,-42.3783713738217,-45.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
53,31,RACS_0000-74A,12556,2,12552,OBSERVED,00 00 00,-74 16 44.4,0.0,-74.279,307.614396399724,-42.3783713738217,-45.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
54,32,RACS_0127-73A,8680,23,8679,OBSERVED,01 27 14.308,-73 01 54.17,21.8096166666667,-73.0317138888889,299.322563789918,-43.8447664036145,-67.703,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
55,33,RACS_0233-69A,8680,18,8679,OBSERVED,02 33 58.34,-69 44 45.04,38.4930833333333,-69.7458444444444,290.731051173513,-44.8752591560288,-85.286,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
56,34,RACS_1230-68A,8678,20,8679,OBSERVED,12 30 00,-68 40 17.36,187.5,-68.6714888888889,300.974764974713,-5.88124571791478,-45.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
57,35,RACS_1330-68A,8678,21,8679,OBSERVED,13 30 00,-68 40 17.36,202.5,-68.6714888888889,306.443633975008,-6.06307139883038,-45.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
58,36,RACS_1430-68A,8678,16,8679,OBSERVED,14 30 00,-68 40 17.36,217.5,-68.6714888888889,311.729840212902,-7.50008244910755,-45.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
59,37,RACS_1530-68A,8678,19,8679,OBSERVED,15 30 00,-68 40 17.36,232.5,-68.6714888888889,316.56458519746,-10.1067717251979,-45.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
60,38,RACS_1630-68A,8678,17,8679,OBSERVED,16 30 00,-68 40 17.36,247.5,-68.6714888888889,320.711411831459,-13.7346658594439,-45.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
61,38,RACS_1630-68A,12443,17,12455,OBSERVED,16 30 00,-68 40 17.36,247.5,-68.6714888888889,320.711411831459,-13.7346658594439,-45.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
62,39,RACS_1730-68A,8678,18,8679,OBSERVED,17 30 00,-68 40 17.36,262.5,-68.6714888888889,323.966155035301,-18.1879328822273,-45.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
63,39,RACS_1730-68A,12442,18,12455,OBSERVED,17 30 00,-68 40 17.36,262.5,-68.6714888888889,323.966155035301,-18.1879328822273,-45.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
64,39,RACS_1730-68A,13602,0,13615,OBSERVED,17 30 00,-68 40 17.36,262.5,-68.6714888888889,323.966155035301,-18.1879328822273,-45.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
65,40,RACS_1830-68A,8676,11,8675,OBSERVED,18 30 00,-68 40 17.36,277.5,-68.6714888888889,326.141169258617,-23.2359498571787,-45.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
66,41,RACS_1930-68A,8676,12,8675,OBSERVED,19 30 00,-68 40 17.36,292.5,-68.6714888888889,327.041328026164,-28.6176768776487,-45.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
67,42,RACS_2030-68A,8680,14,8679,OBSERVED,20 30 00,-68 40 17.36,307.5,-68.6714888888889,326.443791951823,-34.0359261586238,-45.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
68,43,RACS_2130-68A,8680,16,8679,OBSERVED,21 30 00,-68 40 17.36,322.5,-68.6714888888889,324.101735950984,-39.1435364606637,-45.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
69,44,RACS_2230-68A,8680,13,8679,OBSERVED,22 30 00,-68 40 17.36,337.5,-68.6714888888889,319.809058396647,-43.5308120592335,-45.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,0,0,0,,0,-1.0,-1.0,-1.0
