id,field,selected,scheduled,sbid,observed,processed,quality,casda
502,RACS_test4_1.05_0306-06A,1,1,8583,1,,,
503,RACS_test4_1.05_0331-06A,1,1,8583,1,,,
504,RACS_test4_1.05_0355-06A,1,1,8583,1,,,
505,RACS_test4_1.05_0420-06A,1,1,8583,1,,,
506,RACS_test4_1.05_0445-06A,1,1,8583,1,,,
507,RACS_test4_1.05_0510-06A,1,1,8592,1,,,
508,RACS_test4_1.05_0535-06A,1,1,8592,1,,,
509,RACS_test4_1.05_0600-06A,1,1,8592,1,,,
51,RACS_test4_1.05_0530-68A,1,1,8678,1,,,
510,RACS_test4_1.05_0624-06A,1,1,8592,1,,,
511,RACS_test4_1.05_0649-06A,1,1,8579,1,,,
512,RACS_test4_1.05_0714-06A,1,1,8592,1,,,
513,RACS_test4_1.05_0739-06A,1,1,8592,1,,,
514,RACS_test4_1.05_0804-06A,1,1,8592,1,,,
515,RACS_test4_1.05_0828-06A,1,1,8592,1,,,
516,RACS_test4_1.05_0853-06A,1,1,8592,1,,,
517,RACS_test4_1.05_0918-06A,1,1,8592,1,,,
518,RACS_test4_1.05_0943-06A,1,1,8592,1,,,
519,RACS_test4_1.05_1008-06A,1,1,8597,1,,,
52,RACS_test4_1.05_0630-68A,1,1,8678,1,,,
520,RACS_test4_1.05_1033-06A,1,1,8597,1,,,
521,RACS_test4_1.05_1057-06A,1,1,8580,1,,,
522,RACS_test4_1.05_1122-06A,1,1,8597,1,,,
523,RACS_test4_1.05_1147-06A,1,1,8589,1,,,
524,RACS_test4_1.05_1212+00A,1,1,8580,1,,,
525,RACS_test4_1.05_1237+00A,1,1,8574,1,,,
526,RACS_test4_1.05_1302+00A,1,1,8580,1,,,
527,RACS_test4_1.05_1326+00A,1,1,8580,1,,,
528,RACS_test4_1.05_1351+00A,1,1,8589,1,,,
529,RACS_test4_1.05_1416+00A,1,1,8580,1,,,
53,RACS_test4_1.05_0730-68A,1,1,8678,1,,,
530,RACS_test4_1.05_1441+00A,1,1,8589,1,,,
531,RACS_test4_1.05_1506+00A,1,1,8589,1,,,
532,RACS_test4_1.05_1531+00A,1,1,8589,1,,,
533,RACS_test4_1.05_1555+00A,1,1,8589,1,,,
534,RACS_test4_1.05_1620+00A,1,1,8580,1,,,
535,RACS_test4_1.05_1645+00A,1,1,8580,1,,,
536,RACS_test4_1.05_1710+00A,1,1,8580,1,,,
537,RACS_test4_1.05_1735+00A,1,1,8580,1,,,
538,RACS_test4_1.05_1800+00A,1,1,8580,1,,,
539,RACS_test4_1.05_1824+00A,1,1,8580,1,,,
54,RACS_test4_1.05_0830-68A,1,1,8678,1,,,
540,RACS_test4_1.05_1849+00A,1,1,8580,1,,,
541,RACS_test4_1.05_1914+00A,1,1,8584,1,,,
542,RACS_test4_1.05_1939+00A,1,1,8584,1,,,
543,RACS_test4_1.05_2004+00A,1,1,8584,1,,,
544,RACS_test4_1.05_2028+00A,1,1,8586,1,,,
545,RACS_test4_1.05_2053+00A,1,1,8586,1,,,
546,RACS_test4_1.05_2118+00A,1,1,8591,1,,,
547,RACS_test4_1.05_2143+00A,1,1,8586,1,,,
548,RACS_test4_1.05_2208+00A,1,1,8586,1,,,
549,RACS_test4_1.05_2233+00A,1,1,8586,1,,,
55,RACS_test4_1.05_0930-68A,1,1,8678,1,,,
550,RACS_test4_1.05_2257+00A,1,1,8582,1,,,
551,RACS_test4_1.05_2322+00A,1,1,8586,1,,,
552,RACS_test4_1.05_2347+00A,1,1,8586,1,,,
553,RACS_test4_1.05_0012+00A,1,1,8582,1,,,
554,RACS_test4_1.05_0037+00A,1,1,8578,1,,,
555,RACS_test4_1.05_0102+00A,1,1,8582,1,,,
556,RACS_test4_1.05_0126+00A,1,1,8582,1,,,
557,RACS_test4_1.05_0151+00A,1,1,8578,1,,,
558,RACS_test4_1.05_0216+00A,1,1,8582,1,,,
559,RACS_test4_1.05_0241+00A,1,1,8578,1,,,
56,RACS_test4_1.05_1030-68A,1,1,8678,1,,,
560,RACS_test4_1.05_0306+00A,1,1,8582,1,,,
561,RACS_test4_1.05_0331+00A,1,1,8582,1,,,
562,RACS_test4_1.05_0355+00A,1,1,8578,1,,,
563,RACS_test4_1.05_0420+00A,1,1,8578,1,,,
564,RACS_test4_1.05_0445+00A,1,1,8578,1,,,
565,RACS_test4_1.05_0510+00A,1,1,8578,1,,,
566,RACS_test4_1.05_0535+00A,1,1,8578,1,,,
567,RACS_test4_1.05_0600+00A,1,1,8578,1,,,
568,RACS_test4_1.05_0624+00A,1,1,8592,1,,,
569,RACS_test4_1.05_0649+00A,1,1,8592,1,,,
57,RACS_test4_1.05_1130-68A,1,1,8678,1,,,
570,RACS_test4_1.05_0714+00A,1,1,8579,1,,,
571,RACS_test4_1.05_0739+00A,1,1,8579,1,,,
572,RACS_test4_1.05_0804+00A,1,1,8592,1,,,
573,RACS_test4_1.05_0828+00A,1,1,8592,1,,,
574,RACS_test4_1.05_0853+00A,1,1,8592,1,,,
575,RACS_test4_1.05_0918+00A,1,1,8592,1,,,
576,RACS_test4_1.05_0943+00A,1,1,8589,1,,,
577,RACS_test4_1.05_1008+00A,1,1,8589,1,,,
578,RACS_test4_1.05_1033+00A,1,1,8589,1,,,
579,RACS_test4_1.05_1057+00A,1,1,8589,1,,,
58,RACS_test4_1.05_1224-62A,1,1,8678,1,,,
580,RACS_test4_1.05_1122+00A,1,1,8574,1,,,
581,RACS_test4_1.05_1147+00A,1,1,8574,1,,,
582,RACS_test4_1.05_1212+06A,1,1,8574,1,,,
583,RACS_test4_1.05_1237+06A,1,1,8574,1,,,
584,RACS_test4_1.05_1302+06A,1,1,8574,1,,,
585,RACS_test4_1.05_1326+06A,1,1,8570,1,,,
586,RACS_test4_1.05_1351+06A,1,1,8570,1,,,
587,RACS_test4_1.05_1416+06A,1,1,8570,1,,,
588,RACS_test4_1.05_1441+06A,1,1,8570,1,,,
589,RACS_test4_1.05_1506+06A,1,1,8580,1,,,
59,RACS_test4_1.05_1314-62A,1,1,8678,1,,,
590,RACS_test4_1.05_1531+06A,1,1,8570,1,,,
591,RACS_test4_1.05_1555+06A,1,1,8580,1,,,
592,RACS_test4_1.05_1620+06A,1,1,8580,1,,,
593,RACS_test4_1.05_1645+06A,1,1,8580,1,,,
594,RACS_test4_1.05_1710+06A,1,1,8580,1,,,
595,RACS_test4_1.05_1735+06A,1,1,8580,1,,,
596,RACS_test4_1.05_1800+06A,1,1,8580,1,,,
597,RACS_test4_1.05_1824+06A,1,1,8580,1,,,
598,RACS_test4_1.05_1849+06A,1,1,8580,1,,,
599,RACS_test4_1.05_1914+06A,1,1,8580,1,,,
6,RACS_test4_1.05_1459-76A,1,1,9510,1,,,
60,RACS_test4_1.05_1404-62A,1,1,8678,1,,,
600,RACS_test4_1.05_1939+06A,1,1,8584,1,,,
601,RACS_test4_1.05_2004+06A,1,1,8586,1,,,
602,RACS_test4_1.05_2028+06A,1,1,8586,1,,,
603,RACS_test4_1.05_2053+06A,1,1,8586,1,,,
604,RACS_test4_1.05_2118+06A,1,1,8582,1,,,
605,RACS_test4_1.05_2143+06A,1,1,8582,1,,,
606,RACS_test4_1.05_2208+06A,1,1,8582,1,,,
607,RACS_test4_1.05_2233+06A,1,1,8582,1,,,
608,RACS_test4_1.05_2257+06A,1,1,8582,1,,,
609,RACS_test4_1.05_2322+06A,1,1,8582,1,,,
61,RACS_test4_1.05_1453-62A,1,1,8676,1,,,
610,RACS_test4_1.05_2347+06A,1,1,8578,1,,,
611,RACS_test4_1.05_0012+06A,1,1,8578,1,,,
612,RACS_test4_1.05_0037+06A,1,1,8578,1,,,
613,RACS_test4_1.05_0102+06A,1,1,8572,1,,,
614,RACS_test4_1.05_0126+06A,1,1,8572,1,,,
615,RACS_test4_1.05_0151+06A,1,1,8587,1,,,
616,RACS_test4_1.05_0216+06A,1,1,8641,1,,,
617,RACS_test4_1.05_0241+06A,1,1,8572,1,,,
618,RACS_test4_1.05_0306+06A,1,1,8572,1,,,
619,RACS_test4_1.05_0331+06A,1,1,8578,1,,,
62,RACS_test4_1.05_1543-62A,1,1,8676,1,,,
620,RACS_test4_1.05_0355+06A,1,1,8578,1,,,
621,RACS_test4_1.05_0420+06A,1,1,8574,1,,,
622,RACS_test4_1.05_0445+06A,1,1,8578,1,,,
623,RACS_test4_1.05_0510+06A,1,1,8574,1,,,
624,RACS_test4_1.05_0535+06A,1,1,8574,1,,,
625,RACS_test4_1.05_0600+06A,1,1,8574,1,,,
626,RACS_test4_1.05_0624+06A,1,1,8568,1,,,
627,RACS_test4_1.05_0649+06A,1,1,8574,1,,,
628,RACS_test4_1.05_0714+06A,1,1,8574,1,,,
629,RACS_test4_1.05_0739+06A,1,1,8574,1,,,
63,RACS_test4_1.05_1633-62A,1,1,8676,1,,,
630,RACS_test4_1.05_0804+06A,1,1,8592,1,,,
631,RACS_test4_1.05_0828+06A,1,1,8574,1,,,
632,RACS_test4_1.05_0853+06A,1,1,8589,1,,,
633,RACS_test4_1.05_0918+06A,1,1,8574,1,,,
634,RACS_test4_1.05_0943+06A,1,1,8574,1,,,
635,RACS_test4_1.05_1008+06A,1,1,8589,1,,,
636,RACS_test4_1.05_1033+06A,1,1,8574,1,,,
637,RACS_test4_1.05_1057+06A,1,1,8574,1,,,
638,RACS_test4_1.05_1122+06A,1,1,8574,1,,,
639,RACS_test4_1.05_1147+06A,1,1,8574,1,,,
64,RACS_test4_1.05_1722-62A,1,1,8676,1,,,
640,RACS_test4_1.05_1212+12A,1,1,8570,1,,,
641,RACS_test4_1.05_1237+12A,1,1,8569,1,,,
642,RACS_test4_1.05_1303+12A,1,1,8569,1,,,
643,RACS_test4_1.05_1328+12A,1,1,8570,1,,,
644,RACS_test4_1.05_1353+12A,1,1,8569,1,,,
645,RACS_test4_1.05_1418+12A,1,1,8569,1,,,
646,RACS_test4_1.05_1444+12A,1,1,8569,1,,,
647,RACS_test4_1.05_1509+12A,1,1,8569,1,,,
648,RACS_test4_1.05_1534+12A,1,1,8570,1,,,
649,RACS_test4_1.05_1600+12A,1,1,8580,1,,,
65,RACS_test4_1.05_1812-62A,1,1,8676,1,,,
650,RACS_test4_1.05_1625+12A,1,1,8570,1,,,
651,RACS_test4_1.05_1650+12A,1,1,8570,1,,,
652,RACS_test4_1.05_1715+12A,1,1,8570,1,,,
653,RACS_test4_1.05_1741+12A,1,1,8570,1,,,
654,RACS_test4_1.05_1806+12A,1,1,8570,1,,,
655,RACS_test4_1.05_1831+12A,1,1,8570,1,,,
656,RACS_test4_1.05_1856+12A,1,1,8570,1,,,
657,RACS_test4_1.05_1922+12A,1,1,8580,1,,,
658,RACS_test4_1.05_1947+12A,1,1,8584,1,,,
659,RACS_test4_1.05_2012+12A,1,1,8580,1,,,
66,RACS_test4_1.05_1902-62A,1,1,8676,1,,,
660,RACS_test4_1.05_2037+12A,1,1,8586,1,,,
661,RACS_test4_1.05_2103+12A,1,1,8582,1,,,
662,RACS_test4_1.05_2128+12A,1,1,8582,1,,,
663,RACS_test4_1.05_2153+12A,1,1,8582,1,,,
664,RACS_test4_1.05_2218+12A,1,1,8578,1,,,
665,RACS_test4_1.05_2244+12A,1,1,8578,1,,,
666,RACS_test4_1.05_2309+12A,1,1,8578,1,,,
667,RACS_test4_1.05_2334+12A,1,1,8578,1,,,
668,RACS_test4_1.05_0000+12A,1,1,8578,1,,,
669,RACS_test4_1.05_0025+12A,1,1,8572,1,,,
67,RACS_test4_1.05_1951-62A,1,1,8676,1,,,
670,RACS_test4_1.05_0050+12A,1,1,8572,1,,,
671,RACS_test4_1.05_0115+12A,1,1,8572,1,,,
672,RACS_test4_1.05_0141+12A,1,1,8592,1,,,
673,RACS_test4_1.05_0206+12A,1,1,9515,1,,,
674,RACS_test4_1.05_0231+12A,1,1,9515,1,,,
675,RACS_test4_1.05_0256+12A,1,1,8567,1,,,
676,RACS_test4_1.05_0322+12A,1,1,8567,1,,,
677,RACS_test4_1.05_0347+12A,1,1,8567,1,,,
678,RACS_test4_1.05_0412+12A,1,1,8567,1,,,
679,RACS_test4_1.05_0437+12A,1,1,8574,1,,,
68,RACS_test4_1.05_2041-62A,1,1,8676,1,,,
680,RACS_test4_1.05_0503+12A,1,1,8574,1,,,
681,RACS_test4_1.05_0528+12A,1,1,8568,1,,,
682,RACS_test4_1.05_0553+12A,1,1,8568,1,,,
683,RACS_test4_1.05_0618+12A,1,1,8567,1,,,
684,RACS_test4_1.05_0644+12A,1,1,8567,1,,,
685,RACS_test4_1.05_0709+12A,1,1,8568,1,,,
686,RACS_test4_1.05_0734+12A,1,1,8568,1,,,
687,RACS_test4_1.05_0800+12A,1,1,8568,1,,,
688,RACS_test4_1.05_0825+12A,1,1,8568,1,,,
689,RACS_test4_1.05_0850+12A,1,1,8568,1,,,
69,RACS_test4_1.05_2131-62A,1,1,8680,1,,,
690,RACS_test4_1.05_0915+12A,1,1,8568,1,,,
691,RACS_test4_1.05_0941+12A,1,1,8569,1,,,
692,RACS_test4_1.05_1006+12A,1,1,8568,1,,,
693,RACS_test4_1.05_1031+12A,1,1,8569,1,,,
694,RACS_test4_1.05_1056+12A,1,1,8574,1,,,
695,RACS_test4_1.05_1122+12A,1,1,8569,1,,,
696,RACS_test4_1.05_1147+12A,1,1,8574,1,,,
697,RACS_test4_1.05_1213+18A,1,1,8569,1,,,
698,RACS_test4_1.05_1239+18A,1,1,8569,1,,,
699,RACS_test4_1.05_1305+18A,1,1,8548,1,,,
7,RACS_test4_1.05_1313-80A,1,1,9510,1,,,
70,RACS_test4_1.05_2220-62A,1,1,8680,1,,,
700,RACS_test4_1.05_1331+18A,1,1,8569,1,,,
701,RACS_test4_1.05_1357+18A,1,1,8548,1,,,
702,RACS_test4_1.05_1424+18A,1,1,8548,1,,,
703,RACS_test4_1.05_1450+18A,1,1,8548,1,,,
704,RACS_test4_1.05_1516+18A,1,1,8548,1,,,
705,RACS_test4_1.05_1542+18A,1,1,8548,1,,,
706,RACS_test4_1.05_1608+18A,1,1,8548,1,,,
707,RACS_test4_1.05_1634+18A,1,1,8548,1,,,
708,RACS_test4_1.05_1701+18A,1,1,8570,1,,,
709,RACS_test4_1.05_1727+18A,1,1,8548,1,,,
71,RACS_test4_1.05_2310-62A,1,1,8680,1,,,
710,RACS_test4_1.05_1753+18A,1,1,8570,1,,,
711,RACS_test4_1.05_1819+18A,1,1,8570,1,,,
712,RACS_test4_1.05_1845+18A,1,1,8570,1,,,
713,RACS_test4_1.05_1912+18A,1,1,8570,1,,,
714,RACS_test4_1.05_1938+18A,1,1,8570,1,,,
715,RACS_test4_1.05_2004+18A,1,1,8570,1,,,
716,RACS_test4_1.05_2030+18A,1,1,8580,1,,,
717,RACS_test4_1.05_2056+18A,1,1,8580,1,,,
718,RACS_test4_1.05_2122+18A,1,1,8578,1,,,
719,RACS_test4_1.05_2149+18A,1,1,8578,1,,,
72,RACS_test4_1.05_0000-62A,1,1,8680,1,,,
720,RACS_test4_1.05_2215+18A,1,1,8578,1,,,
721,RACS_test4_1.05_2241+18A,1,1,8572,1,,,
722,RACS_test4_1.05_2307+18A,1,1,8572,1,,,
723,RACS_test4_1.05_2333+18A,1,1,8572,1,,,
724,RACS_test4_1.05_0000+18A,1,1,8572,1,,,
725,RACS_test4_1.05_0026+18A,1,1,8572,1,,,
726,RACS_test4_1.05_0052+18A,1,1,8572,1,,,
727,RACS_test4_1.05_0118+18A,1,1,8567,1,,,
728,RACS_test4_1.05_0144+18A,1,1,8592,1,,,
729,RACS_test4_1.05_0210+18A,1,1,9515,1,,,
73,RACS_test4_1.05_0049-62A,1,1,8680,1,,,
730,RACS_test4_1.05_0237+18A,1,1,9515,1,,,
731,RACS_test4_1.05_0303+18A,1,1,8567,1,,,
732,RACS_test4_1.05_0329+18A,1,1,8546,1,,,
733,RACS_test4_1.05_0355+18A,1,1,8546,1,,,
734,RACS_test4_1.05_0421+18A,1,1,8546,1,,,
735,RACS_test4_1.05_0448+18A,1,1,8567,1,,,
736,RACS_test4_1.05_0514+18A,1,1,8567,1,,,
737,RACS_test4_1.05_0540+18A,1,1,8547,1,,,
738,RACS_test4_1.05_0606+18A,1,1,8547,1,,,
739,RACS_test4_1.05_0632+18A,1,1,8547,1,,,
74,RACS_test4_1.05_0139-62A,1,1,8680,1,,,
740,RACS_test4_1.05_0658+18A,1,1,8547,1,,,
741,RACS_test4_1.05_0725+18A,1,1,8567,1,,,
742,RACS_test4_1.05_0751+18A,1,1,8567,1,,,
743,RACS_test4_1.05_0817+18A,1,1,8548,1,,,
744,RACS_test4_1.05_0843+18A,1,1,8548,1,,,
745,RACS_test4_1.05_0909+18A,1,1,8548,1,,,
746,RACS_test4_1.05_0936+18A,1,1,8548,1,,,
747,RACS_test4_1.05_1002+18A,1,1,8548,1,,,
748,RACS_test4_1.05_1028+18A,1,1,8568,1,,,
749,RACS_test4_1.05_1054+18A,1,1,8548,1,,,
75,RACS_test4_1.05_0228-62A,1,1,8678,1,,,
750,RACS_test4_1.05_1120+18A,1,1,8568,1,,,
751,RACS_test4_1.05_1146+18A,1,1,8570,1,,,
752,RACS_test4_1.05_1213+25A,1,1,8548,1,,,
753,RACS_test4_1.05_1240+25A,1,1,8548,1,,,
754,RACS_test4_1.05_1307+25A,1,1,8548,1,,,
755,RACS_test4_1.05_1335+25A,1,1,8548,1,,,
756,RACS_test4_1.05_1402+25A,1,1,8548,1,,,
757,RACS_test4_1.05_1429+25A,1,1,8548,1,,,
758,RACS_test4_1.05_1456+25A,1,1,8548,1,,,
759,RACS_test4_1.05_1523+25A,1,1,8548,1,,,
76,RACS_test4_1.05_0318-62A,1,1,8678,1,,,
760,RACS_test4_1.05_1550+25A,1,1,8548,1,,,
761,RACS_test4_1.05_1618+25A,1,1,8548,1,,,
762,RACS_test4_1.05_1645+25A,1,1,8548,1,,,
763,RACS_test4_1.05_1712+25A,1,1,8548,1,,,
764,RACS_test4_1.05_1739+25A,1,1,8548,1,,,
765,RACS_test4_1.05_1806+25A,1,1,8570,1,,,
766,RACS_test4_1.05_1833+25A,1,1,8548,1,,,
767,RACS_test4_1.05_1901+25A,1,1,8548,1,,,
768,RACS_test4_1.05_1928+25A,1,1,8548,1,,,
769,RACS_test4_1.05_1955+25A,1,1,8580,1,,,
77,RACS_test4_1.05_0408-62A,1,1,8678,1,,,
770,RACS_test4_1.05_2022+25A,1,1,8548,1,,,
771,RACS_test4_1.05_2049+25A,1,1,8548,1,,,
772,RACS_test4_1.05_2116+25A,1,1,8548,1,,,
773,RACS_test4_1.05_2144+25A,1,1,8572,1,,,
774,RACS_test4_1.05_2211+25A,1,1,8548,1,,,
775,RACS_test4_1.05_2238+25A,1,1,8572,1,,,
776,RACS_test4_1.05_2305+25A,1,1,8572,1,,,
777,RACS_test4_1.05_2332+25A,1,1,8572,1,,,
778,RACS_test4_1.05_2359+25A,1,1,8567,1,,,
779,RACS_test4_1.05_0027+25A,1,1,8567,1,,,
78,RACS_test4_1.05_0457-62A,1,1,8678,1,,,
780,RACS_test4_1.05_0054+25A,1,1,8567,1,,,
781,RACS_test4_1.05_0121+25A,1,1,8546,1,,,
782,RACS_test4_1.05_0148+25A,1,1,8546,1,,,
783,RACS_test4_1.05_0215+25A,1,1,8546,1,,,
784,RACS_test4_1.05_0243+25A,1,1,8546,1,,,
785,RACS_test4_1.05_0310+25A,1,1,8545,1,,,
786,RACS_test4_1.05_0337+25A,1,1,8545,1,,,
787,RACS_test4_1.05_0404+25A,1,1,8538,1,,,
788,RACS_test4_1.05_0431+25A,1,1,8545,1,,,
789,RACS_test4_1.05_0458+25A,1,1,8546,1,,,
79,RACS_test4_1.05_0547-62A,1,1,8673,1,,,
790,RACS_test4_1.05_0526+25A,1,1,8538,1,,,
791,RACS_test4_1.05_0553+25A,1,1,8546,1,,,
792,RACS_test4_1.05_0620+25A,1,1,8547,1,,,
793,RACS_test4_1.05_0647+25A,1,1,8546,1,,,
794,RACS_test4_1.05_0714+25A,1,1,8546,1,,,
795,RACS_test4_1.05_0741+25A,1,1,8547,1,,,
796,RACS_test4_1.05_0809+25A,1,1,8548,1,,,
797,RACS_test4_1.05_0836+25A,1,1,8548,1,,,
798,RACS_test4_1.05_0903+25A,1,1,8547,1,,,
799,RACS_test4_1.05_0930+25A,1,1,8547,1,,,
8,RACS_test4_1.05_1046-80A,1,1,9510,1,,,
80,RACS_test4_1.05_0637-62A,1,1,8673,1,,,
800,RACS_test4_1.05_0957+25A,1,1,8547,1,,,
801,RACS_test4_1.05_1024+25A,1,1,8547,1,,,
802,RACS_test4_1.05_1052+25A,1,1,8540,1,,,
803,RACS_test4_1.05_1119+25A,1,1,8548,1,,,
804,RACS_test4_1.05_1146+25A,1,1,8540,1,,,
805,RACS_test4_1.05_1214+31A,1,1,8548,1,,,
806,RACS_test4_1.05_1242+31A,1,1,8541,1,,,
807,RACS_test4_1.05_1310+31A,1,1,8541,1,,,
808,RACS_test4_1.05_1338+31A,1,1,8541,1,,,
809,RACS_test4_1.05_1407+31A,1,1,8540,1,,,
81,RACS_test4_1.05_0726-62A,1,1,8673,1,,,
810,RACS_test4_1.05_1435+31A,1,1,8541,1,,,
811,RACS_test4_1.05_1503+31A,1,1,8540,1,,,
812,RACS_test4_1.05_1531+31A,1,1,8548,1,,,
813,RACS_test4_1.05_1600+31A,1,1,8548,1,,,
814,RACS_test4_1.05_1628+31A,1,1,8548,1,,,
815,RACS_test4_1.05_1656+31A,1,1,8542,1,,,
816,RACS_test4_1.05_1724+31A,1,1,8541,1,,,
817,RACS_test4_1.05_1752+31A,1,1,8541,1,,,
818,RACS_test4_1.05_1821+31A,1,1,8548,1,,,
819,RACS_test4_1.05_1849+31A,1,1,8542,1,,,
82,RACS_test4_1.05_0816-62A,1,1,8673,1,,,
820,RACS_test4_1.05_1917+31A,1,1,8580,1,,,
821,RACS_test4_1.05_1945+31A,1,1,8542,1,,,
822,RACS_test4_1.05_2014+31A,1,1,8542,1,,,
823,RACS_test4_1.05_2042+31A,1,1,8542,1,,,
824,RACS_test4_1.05_2110+31A,1,1,8542,1,,,
825,RACS_test4_1.05_2138+31A,1,1,8578,1,,,
826,RACS_test4_1.05_2207+31A,1,1,8572,1,,,
827,RACS_test4_1.05_2235+31A,1,1,8572,1,,,
828,RACS_test4_1.05_2303+31A,1,1,8572,1,,,
829,RACS_test4_1.05_2331+31A,1,1,8572,1,,,
83,RACS_test4_1.05_0906-62A,1,1,8678,1,,,
830,RACS_test4_1.05_0000+31A,1,1,8567,1,,,
831,RACS_test4_1.05_0028+31A,1,1,8567,1,,,
832,RACS_test4_1.05_0056+31A,1,1,8545,1,,,
833,RACS_test4_1.05_0124+31A,1,1,8545,1,,,
834,RACS_test4_1.05_0152+31A,1,1,8545,1,,,
835,RACS_test4_1.05_0221+31A,1,1,8545,1,,,
836,RACS_test4_1.05_0249+31A,1,1,8537,1,,,
837,RACS_test4_1.05_0317+31A,1,1,8538,1,,,
838,RACS_test4_1.05_0345+31A,1,1,8538,1,,,
839,RACS_test4_1.05_0414+31A,1,1,8538,1,,,
84,RACS_test4_1.05_0955-62A,1,1,8673,1,,,
840,RACS_test4_1.05_0442+31A,1,1,8537,1,,,
841,RACS_test4_1.05_0510+31A,1,1,8537,1,,,
842,RACS_test4_1.05_0538+31A,1,1,8537,1,,,
843,RACS_test4_1.05_0607+31A,1,1,8538,1,,,
844,RACS_test4_1.05_0635+31A,1,1,8539,1,,,
845,RACS_test4_1.05_0703+31A,1,1,8546,1,,,
846,RACS_test4_1.05_0731+31A,1,1,8539,1,,,
847,RACS_test4_1.05_0800+31A,1,1,8539,1,,,
848,RACS_test4_1.05_0828+31A,1,1,8547,1,,,
849,RACS_test4_1.05_0856+31A,1,1,8547,1,,,
85,RACS_test4_1.05_1045-62A,1,1,8678,1,,,
850,RACS_test4_1.05_0924+31A,1,1,8539,1,,,
851,RACS_test4_1.05_0952+31A,1,1,8540,1,,,
852,RACS_test4_1.05_1021+31A,1,1,8540,1,,,
853,RACS_test4_1.05_1049+31A,1,1,8540,1,,,
854,RACS_test4_1.05_1117+31A,1,1,8539,1,,,
855,RACS_test4_1.05_1145+31A,1,1,8539,1,,,
856,RACS_test4_1.05_1215+37A,1,1,8540,1,,,
857,RACS_test4_1.05_1245+37A,1,1,8540,1,,,
858,RACS_test4_1.05_1316+37A,1,1,8540,1,,,
859,RACS_test4_1.05_1347+37A,1,1,8540,1,,,
86,RACS_test4_1.05_1135-62A,1,1,8678,1,,,
860,RACS_test4_1.05_1417+37A,1,1,8541,1,,,
861,RACS_test4_1.05_1448+37A,1,1,8541,1,,,
862,RACS_test4_1.05_1519+37A,1,1,8541,1,,,
863,RACS_test4_1.05_1549+37A,1,1,8541,1,,,
864,RACS_test4_1.05_1620+37A,1,1,8541,1,,,
865,RACS_test4_1.05_1651+37A,1,1,8541,1,,,
866,RACS_test4_1.05_1721+37A,1,1,8542,1,,,
867,RACS_test4_1.05_1752+37A,1,1,8542,1,,,
868,RACS_test4_1.05_1822+37A,1,1,8542,1,,,
869,RACS_test4_1.05_1853+37A,1,1,8542,1,,,
87,RACS_test4_1.05_1221-56A,1,1,8673,1,,,
870,RACS_test4_1.05_1924+37A,1,1,8542,1,,,
871,RACS_test4_1.05_1954+37A,1,1,8542,1,,,
872,RACS_test4_1.05_2025+37A,1,1,9515,1,,,
873,RACS_test4_1.05_2056+37A,1,1,9515,1,,,
874,RACS_test4_1.05_2126+37A,1,1,8572,1,,,
875,RACS_test4_1.05_2157+37A,1,1,8572,1,,,
876,RACS_test4_1.05_2228+37A,1,1,8572,1,,,
877,RACS_test4_1.05_2258+37A,1,1,8545,1,,,
878,RACS_test4_1.05_2329+37A,1,1,8545,1,,,
879,RACS_test4_1.05_0000+37A,1,1,8545,1,,,
88,RACS_test4_1.05_1303-56A,1,1,8678,1,,,
880,RACS_test4_1.05_0030+37A,1,1,8545,1,,,
881,RACS_test4_1.05_0101+37A,1,1,8545,1,,,
882,RACS_test4_1.05_0131+37A,1,1,8537,1,,,
883,RACS_test4_1.05_0202+37A,1,1,8537,1,,,
884,RACS_test4_1.05_0233+37A,1,1,8537,1,,,
885,RACS_test4_1.05_0303+37A,1,1,8537,1,,,
886,RACS_test4_1.05_0334+37A,1,1,8537,1,,,
887,RACS_test4_1.05_0405+37A,1,1,8537,1,,,
888,RACS_test4_1.05_0435+37A,1,1,8537,1,,,
889,RACS_test4_1.05_0506+37A,1,1,8537,1,,,
89,RACS_test4_1.05_1345-56A,1,1,8673,1,,,
890,RACS_test4_1.05_0537+37A,1,1,8538,1,,,
891,RACS_test4_1.05_0607+37A,1,1,8538,1,,,
892,RACS_test4_1.05_0638+37A,1,1,8538,1,,,
893,RACS_test4_1.05_0708+37A,1,1,8538,1,,,
894,RACS_test4_1.05_0739+37A,1,1,8538,1,,,
895,RACS_test4_1.05_0810+37A,1,1,8538,1,,,
896,RACS_test4_1.05_0840+37A,1,1,8539,1,,,
897,RACS_test4_1.05_0911+37A,1,1,8539,1,,,
898,RACS_test4_1.05_0942+37A,1,1,8539,1,,,
899,RACS_test4_1.05_1012+37A,1,1,8539,1,,,
9,RACS_test4_1.05_0900-76A,1,1,9510,1,,,
90,RACS_test4_1.05_1428-56A,1,1,8673,1,,,
900,RACS_test4_1.05_1043+37A,1,1,8539,1,,,
901,RACS_test4_1.05_1114+37A,1,1,8539,1,,,
902,RACS_test4_1.05_1144+37A,1,1,8540,1,,,
91,RACS_test4_1.05_1510-56A,1,1,8673,1,,,
92,RACS_test4_1.05_1552-56A,1,1,8676,1,,,
93,RACS_test4_1.05_1635-56A,1,1,8676,1,,,
94,RACS_test4_1.05_1717-56A,1,1,8674,1,,,
95,RACS_test4_1.05_1759-56A,1,1,8676,1,,,
