cal_sbid,sbid,field
66393,66365,RACS_0518+41
66393,66366,RACS_0614+46
66393,66367,RACS_0644+46
66393,66368,RACS_0714+46
66393,66369,RACS_0641+41
66393,66370,RACS_0709+41
66393,66371,RACS_0744+46
66393,66372,RACS_0736+41
66393,66373,RACS_0804+41
66393,66374,RACS_0844+46
66393,66375,RACS_0832+41
66393,66376,RACS_0914+46
66393,66377,RACS_0909+37
66393,66378,RACS_0927+41
66393,66379,RACS_1014+46
66393,66380,RACS_0955+41
66393,66381,RACS_1044+46
66393,66382,RACS_1114+46
66393,66383,RACS_1050+41
66393,66384,RACS_1144+46
66393,66385,RACS_1215+46
66393,66386,RACS_1146+41
66393,66387,RACS_1213+41
66393,66388,RACS_1245+46
66393,66389,RACS_1241+41
66393,66390,RACS_1315+46
66393,66391,RACS_1345+46
66393,66394,RACS_1818-55
66812,66763,RACS_2318+41
66812,66764,RACS_2346+41
66812,66765,RACS_0013+41
66812,66766,RACS_0041+41
66812,66767,RACS_0114+46
66812,66768,RACS_0109+41
66812,66769,RACS_0144+46
66812,66770,RACS_0136+41
66812,66771,RACS_0204+41
66812,66772,RACS_0244+46
66812,66773,RACS_0232+41
66812,66774,RACS_0314+46
66812,66775,RACS_0344+46
66812,66776,RACS_0414+46
66812,66777,RACS_0355+41
66812,66778,RACS_0444+46
66812,66779,RACS_0514+46
66812,66780,RACS_0448+37
66812,66781,RACS_0514+37
66812,66782,RACS_0546+41
66812,66783,RACS_0613+41
66812,66784,RACS_0540+37
66812,66785,RACS_0606+37
66812,66786,RACS_0632+37
66812,66787,RACS_0624+32
66812,66788,RACS_0658+37
66812,66789,RACS_0725+37
66812,66790,RACS_0714+32
66812,66791,RACS_0751+37
66812,66792,RACS_0817+37
66812,66793,RACS_0804+32
66812,66794,RACS_0859+41
66812,66795,RACS_0944+46
66812,66796,RACS_0900+28
66812,66797,RACS_0918+32
66812,66798,RACS_0936+37
66812,66799,RACS_1023+41
66812,66800,RACS_1028+37
66812,66801,RACS_1118+41
66812,66802,RACS_1054+37
66812,66803,RACS_1120+37
66812,66804,RACS_1122+32
66812,66805,RACS_1146+37
66812,66806,RACS_1213+37
66812,66807,RACS_1212+32
66812,66808,RACS_1309+41
66812,66809,RACS_1239+37
66812,66810,RACS_1305+37
66812,66811,RACS_1336+41
66812,66813,RACS_1614+46
66812,66814,RACS_1644+46
66812,66815,RACS_1623+41
66812,66816,RACS_1714+46
66812,66817,RACS_1744+46
66812,66818,RACS_1746+41
66812,66819,RACS_1844+46
66812,66820,RACS_1914+46
66812,66821,RACS_1841+41
66812,66822,RACS_1909+41
