cal_sbid,sbid,field
38325,38307,RACS_0649+43
38325,38308,RACS_0739-06
38325,38309,RACS_0800-50
38325,38310,RACS_0913-50
38325,38311,RACS_0932+43
38325,38312,RACS_0952-31
38325,38313,RACS_1012-37
38325,38314,RACS_1033-06
38325,38315,RACS_1052+25
38325,38316,RACS_1114-37
38325,38317,RACS_1135-62
38325,38318,RACS_1147-06
38325,38319,RACS_1213-18
38325,38320,RACS_1230-68
38325,38321,RACS_1250-43
38325,38322,RACS_1313-80
38325,38323,RACS_1332-50
38325,38324,RACS_1351-06
38325,38326,RACS_1630-68
38325,38327,RACS_1650-12
38325,38328,RACS_1710-06
38325,38329,RACS_1730-68
38325,38330,RACS_1750-50
38325,38331,RACS_1806+25
38325,38332,RACS_1830-68
38325,38333,RACS_1849+31
38325,38334,RACS_1912-18
38325,38335,RACS_1930-68
38325,38336,RACS_1947-12
38325,38337,RACS_2007-56
38366,38364,RACS_1710+43
38366,38367,RACS_2205+43
38389,38388,RACS_1638+43
38433,38399,RACS_0259+43
38433,38400,RACS_0332+43
38433,38401,RACS_0405+43
38433,38402,RACS_0438+43
38433,38403,RACS_0510+43
38433,38404,RACS_0543+43
38433,38405,RACS_0537+37
38433,38406,RACS_0616+43
38433,38407,RACS_0607+37
38433,38408,RACS_0638+37
38433,38409,RACS_0721+43
38433,38410,RACS_0708+37
38433,38411,RACS_0754+43
38433,38412,RACS_0827+43
38433,38413,RACS_0840+37
38433,38414,RACS_0859+43
38433,38415,RACS_0911+37
38433,38416,RACS_0942+37
38433,38417,RACS_1005+43
38433,38418,RACS_1012+37
38433,38419,RACS_1038+43
38433,38420,RACS_1043+37
38433,38421,RACS_1110+43
38433,38422,RACS_1143+43
38433,38423,RACS_1144+37
38433,38424,RACS_1216+43
38433,38425,RACS_1215+37
38433,38426,RACS_1249+43
38433,38427,RACS_1321+43
38433,38428,RACS_1316+37
38433,38429,RACS_1354+43
38433,38430,RACS_1347+37
38433,38431,RACS_1427+43
38433,38432,RACS_1459+43
38433,38434,RACS_1605+43
38433,38435,RACS_1743+43
38433,38436,RACS_1816+43
38433,38437,RACS_1822+37
38433,38438,RACS_1849+43
38433,38439,RACS_1921+43
