INDEX,SRC,FIELD_NAME,SBID,SCAN,CAL_SBID,STATE,RA_HMS,DEC_DMS,RA_DEG,DEC_DEG,GAL_LONG,GAL_LAT,POL_AXIS,SCAN_START,SCAN_LEN,SCAN_TINT,NBEAMS_I,MOSAIC_TIME,NPIXELS_V,PSF_MAJOR,PSF_MINOR,PSF_ANGLE,MINIMUM,MAXIMUM,MED_RMS_uJy,MODE_RMS_uJy,STD_RMS_uJy,MIN_RMS_uJy,MAX_RMS_uJy,SELAVY_TIME,NUM_SELAVY,SELECT,DEFECT,ANOMALY,COMMENT,MinUV,FSCALE,FMETHOD
10,10,RACS_0844-72,22460,0,22476,IMAGED,08 44 25.892,-72 04 25.51,131.107883333333,-72.0737527777778,286.395538794753,-17.7098521833922,-174.701,5119258175.41056,895.795199898987,895.7952,36,5165887794.727,125865121,11.9,8.70000000000001,3.98,-0.058051280677319,2.10529661178589,230.61050318894,213.804067395035,184.012442496722,170.553078732727,2483.43485951689,5166418074,2855,1,0,0,,0,0.9642,SUMSS
11,11,RACS_1625-72,21432,0,21430,IMAGED,16 25 11.603,-72 19 38.12,246.298345833333,-72.3272555555556,317.617197992083,-15.873942655581,67.699,5117563631.37062,905.748479394226,905.74848,36,5165874608.362,125392978,13.3,8.60000000000001,20.91,-0.008024821057916,0.748482048511505,168.283591189148,158.686913185515,116.80568438278,127.917991734329,1242.68129545287,5166401291,3566,1,0,0,,0,0.9872,SUMSS
12,12,RACS_1547-77,22880,0,22879,IMAGED,15 47 19.608,-77 06 42.13,236.8317,-77.1117027777778,312.279997596946,-17.5556004808584,77.502,5119888548.59405,905.748479394226,905.74848,36,5165893405.9,125107487,14.4,8.89999999999999,23.45,-0.00908222887665,4.54824876785278,191.279492615063,168.622171315303,129.969405887516,131.766690423172,1490.13818467962,5166429943,3257,1,0,0,,0,0.9564,SUMSS
13,13,RACS_1430-81,23861,0,23883,IMAGED,14 30 09.636,-81 08 49.22,217.54015,-81.1470055555556,306.829806020567,-19.0319089826967,97.128,5121428826.41549,915.70175984314,915.70176,36,5165787465.414,125961506,16.6,10.7,-9.26,-0.035502925515175,1.60528826713562,162.578036998978,152.733954133806,129.280134230051,116.185987852873,2815.44753655051,5166350646,3750,1,0,0,,0,0.9267,SUMSS
14,14,RACS_1200-83,22468,0,22476,IMAGED,12 00 00,-82 59 26.35,180.0,-82.9906527777778,301.272682252946,-20.2852082923636,135.0,5119267770.37248,975.421439675598,975.42144,36,5165888405.505,126461550,17.6,11.9,-4.49,-0.012527254410088,1.07542014122009,204.493495073029,182.180652546769,242.496214783827,134.530346688736,4069.82549408615,5166417512,3216,1,0,0,,0,0.942,SUMSS
15,15,RACS_0929-81,22610,0,22631,IMAGED,09 29 50.363,-81 08 49.22,142.459845833333,-81.1470055555556,295.61978296038,-21.299520323345,172.872,5119431466.32845,905.748479394226,895.7952,36,5165891292.98,126528896,15.8,10.4,-6.09,-0.006598577834666,1.1075142621994,181.948791882831,171.936306447974,124.979369145928,130.563152021969,1383.75325128712,5166425873,3286,1,0,0,,0,0.9569,SUMSS
16,16,RACS_0812-77,22525,0,22476,IMAGED,08 12 40.391,-77 06 42.13,123.168295833333,-77.1117027777778,289.887236425198,-22.0611732014545,-167.502,5119339729.71149,895.795199898987,895.7952,36,5165890387.936,126004398,13.9,9.29999999999999,-13.35,-0.052769787609577,2.26205921173096,190.458692207082,177.502641087742,144.4020573917,130.516231811161,2575.29969211858,5166420097,3619,1,0,0,,0,0.9759,SUMSS
17,17,RACS_0734-72,22522,0,22476,IMAGED,07 34 48.396,-72 19 38.12,113.70165,-72.3272555555556,284.095607153596,-22.5594377146938,-157.699,5119336156.48397,905.748479394226,905.74848,36,5165890164.201,125796108,12.4,8.79999999999999,-20.37,-0.020146636292338,0.615004897117615,189.577693670568,178.285220102286,141.654562321192,140.272126363948,1555.19019170016,5166419321,3709,1,0,0,,0,1.0014,SUMSS
18,18,RACS_1726-73,20509,0,20510,IMAGED,17 26 41.655,-73 38 12.38,261.6735625,-73.6367722222222,319.196717702986,-20.2978591530286,52.994,5116010870.91955,915.70175984314,915.70176,36,5165843423.942,125464585,14.9,8.5,-7.43,-0.013613535091281,0.750838398933411,173.235565932085,164.122209989581,133.239213408362,129.482973408399,1302.1215519435,5166356816,3421,1,0,0,,0,0.9317,SUMSS
19,19,RACS_1710-79,22477,0,22476,IMAGED,17 10 49.671,-78 57 10.22,257.7069625,-78.9528388888889,313.715848372118,-22.027478553872,57.072,5119285507.11744,955.514879731445,955.51488,36,5165889057.928,125068202,15.3,9.79999999999999,-9.01,-0.009032575413585,0.812222898006439,182.96839273621,172.348079208941,213.036968325832,133.240745719757,17279.292418393,5166419172,3476,1,0,0,,0,0.9047,SUMSS
20,20,RACS_1626-84,22478,0,22476,IMAGED,16 26 10.766,-84 07 01.029,246.544858333333,-84.1169525,308.100995120876,-23.5505956785659,68.345,5119286701.51104,965.468159226685,965.46816,36,5165889137.397,124824715,18.2,12.1,11.08,-0.012940880842507,1.46642458438873,191.246736129184,181.720424504768,125.364153356102,131.173930581717,1908.95376495293,5166418844,3324,1,0,0,,0,0.9388,SUMSS
21,21,RACS_1200-87,22615,0,22631,IMAGED,12 00 00,-87 39 42.58,180.0,-87.6618277777778,302.358602755295,-24.8475678055451,135.0,5119437637.36205,905.7484803479,905.74848,36,5165891354.012,125786349,18.6,16.8,-87.62,-0.005793011747301,1.08717560768127,217.525840600921,202.456730947813,234.183156195695,145.585361986888,2259.46475878038,5166428898,2893,1,0,0,,0,0.9091,SUMSS
22,22,RACS_0733-84,22526,0,22476,IMAGED,07 33 49.233,-84 07 01.029,113.4551375,-84.1169525,296.501276578307,-25.9004325197255,-158.345,5119340914.15181,905.7484803479,905.74848,36,5165890461.472,126214854,18.3,12.3,1.58,-0.020280031487346,1.02641272544861,176.819796381923,166.272028929385,129.008773534096,117.221771477769,1489.78525307375,5166419980,3332,1,0,0,,0,0.8671,SUMSS
23,23,RACS_0649-79,22598,0,22631,IMAGED,06 49 10.328,-78 57 10.22,102.293033333333,-78.9528388888889,290.547782008752,-26.6936697758284,-147.072,5119419273.56045,915.70175984314,915.70176,36,5165891130.263,126225806,15.4,9.4,-19.13,-0.009941747412086,1.54509770870209,189.043968319451,177.292547767475,148.962969936859,132.615381386476,1678.02819435114,5166420192,3568,1,0,0,,0,1.0077,SUMSS
24,24,RACS_0633-73,22524,0,22476,IMAGED,06 33 18.344,-73 38 12.38,98.3264333333333,-73.6367722222222,284.522501493974,-27.2149887905698,-142.994,5119338555.22445,905.748479394226,905.74848,36,5165890318.451,125734880,12.9,8.70000000000001,13.72,-0.102611668407917,3.67503523826599,191.951752415933,176.986877003285,151.965141935417,137.061432258035,2617.18354108512,5166419915,3659,1,0,0,,0,0.9546,SUMSS
25,25,RACS_1833-73,21084,0,21082,IMAGED,18 33 18.344,-73 38 12.38,278.326433333333,-73.6367722222222,320.936959932992,-24.6893236067187,37.006,5116967261.68819,905.748479394226,905.74848,36,5165868257.645,125135150,13.4,8.70000000000001,11.99,-0.008184884674847,2.6895477771759,178.596060394445,167.998884741691,137.674249695287,134.52857366043,1344.35768212275,5166376756,3417,1,0,0,,0,0.9996,SUMSS
26,26,RACS_1849-79,21086,0,21082,IMAGED,18 49 10.328,-78 57 10.22,282.293033333333,-78.9528388888889,315.292352338903,-26.4776309788828,32.928,5116969640.52211,895.795199898987,895.7952,36,5165868276.047,124834652,15.7,9.60000000000001,15.05,-0.005459339823574,0.916531562805176,183.523836977134,173.693809310304,135.891119972645,133.552298181759,1900.62935887839,5166376645,3567,1,0,0,,0,1.0137,SUMSS
27,27,RACS_1933-84,22635,0,22631,IMAGED,19 33 49.233,-84 07 01.029,293.4551375,-84.1169525,309.487560271041,-28.0574003348434,21.655,5119465458.43853,915.70175984314,915.70176,36,5165891440.452,124065109,18.2,12.2,-18.99,-0.006214291788638,0.616305530071259,188.134375813274,177.468759803155,142.617637090717,131.758341354472,1440.37141227298,5166429649,3437,1,0,0,,0,0.9616,SUMSS
28,28,RACS_0000-87,21888,0,21934,IMAGED,00 00 00,-87 39 42.58,0.0,-87.6618277777778,303.52911905261,-29.4065119437026,-45.0,5118192174.03533,895.795199898987,895.7952,36,5165896345.703,120459434,19.5,18.3,-68.92,-0.01097166724503,0.693736851215363,215.416194952533,200.700576739579,201.107805279947,142.247868079093,1898.55932146642,5166412573,3020,1,0,0,,0,0.9853,SUMSS
29,29,RACS_0426-84,22444,0,22476,IMAGED,04 26 10.766,-84 07 01.029,66.5448583333333,-84.1169525,297.431187751933,-30.5044799038369,-111.655,5119238318.61696,915.70175984314,915.70176,36,5165886842.098,125103750,18.7,11.5,-11.39,-0.030250975862145,0.734965026378632,194.708908284656,183.987292312369,129.964524258843,129.424053443813,2021.16216457358,5166416687,3355,1,0,0,,0,0.973,SUMSS
30,30,RACS_0510-79,22026,0,22069,IMAGED,05 10 49.671,-78 57 10.22,77.7069625,-78.9528388888889,291.215770413489,-31.3334226043884,-122.928,5118379267.83014,895.795199898987,895.7952,36,5165881039.82,125864253,16.5,9.0,-12.11,-0.006839329376817,1.52217376232147,193.298739976932,183.025719009534,138.478225498067,139.940230735061,1603.80175274509,5166408518,3409,1,0,0,,0,1.0281,SUMSS
31,31,RACS_0526-73,22027,0,22069,IMAGED,05 26 41.655,-73 38 12.38,81.6735625,-73.6367722222222,284.912184888725,-31.8790418801235,-127.006,5118380462.22374,905.748479394226,905.74848,36,5165881099.772,125912095,13.5,8.70000000000001,-12.45,-0.006155405659229,1.09073102474213,190.013908827367,179.360675895316,144.505774688321,141.197084408499,1462.78142681645,5166408470,3480,1,0,0,,0,1.0509,SUMSS
32,32,RACS_1934-72,37723,0,37724,IMAGED,19 34 48.396,-72 19 38.12,293.70165,-72.3272555555556,322.87012367945,-29.0312503691587,22.301,5152640152.52313,895.795199898987,895.7952,36,5166689186.265,126532523,12.7,8.39999999999999,-5.84,-0.006676157470793,1.38369083404541,177.806100640322,167.900679809547,139.800324629743,133.739841876868,1424.90884089488,5166871851,3434,1,0,0,,0,0.9975,SUMSS
33,33,RACS_2012-77,21085,0,21082,IMAGED,20 12 40.391,-77 06 42.13,303.168295833333,-77.1117027777778,317.040632868409,-30.8902955604207,12.498,5116968456.08179,895.795200852661,895.7952,36,5165868258.365,124837257,14.5,9.10000000000001,-15.29,-0.005682112649083,0.781167566776276,185.326681568324,173.859407838916,144.837004931914,137.795816623696,1463.40442428419,5166376709,3430,1,0,0,,0,1.0408,SUMSS
34,34,RACS_2129-81,21941,0,21934,IMAGED,21 29 50.363,-81 08 49.22,322.459845833333,-81.1470055555556,311.017962859312,-32.5380396749563,-7.128,5118271572.01344,905.748479394226,905.74848,36,5165901311.048,124279921,18.8,12.0,1.14,-0.006428252905607,1.65141761302948,181.001176120088,170.656229497682,119.412641162425,129.895500822187,1428.41648472248,5166417709,3424,1,0,0,,0,0.963,SUMSS
35,35,RACS_0000-83,21818,0,21802,IMAGED,00 00 00,-82 59 26.35,0.0,-82.9906527777778,304.80815633744,-33.9492461459572,-45.0,5118108273.19334,895.795199898987,895.7952,36,5165891274.435,124010013,18.7,12.0,16.44,-0.012689397670329,1.20257151126862,189.320040420747,172.933096106613,181.078203627451,127.797977229769,1882.40220937312,5166405289,3521,1,0,0,,0,0.9795,SUMSS
36,36,RACS_0230-81,21820,0,21802,IMAGED,02 30 09.636,-81 08 49.22,37.54015,-81.1470055555556,298.426911773792,-35.1002052972206,-82.872,5118111338.80358,905.748479394226,905.74848,36,5165891424.946,124861065,16.9,10.1,-12.31,-0.006250478327274,0.557927370071411,175.96246155215,164.909742176892,130.758772804222,128.868182205641,1774.57477182172,5166406748,3601,1,0,0,,0,1.015,SUMSS
37,37,RACS_0347-77,22025,0,22069,IMAGED,03 47 19.608,-77 06 42.13,56.8317,-77.1117027777778,291.900194217598,-35.9699641065563,-102.498,5118378073.43654,905.7484803479,905.74848,36,5165880979.633,125647503,14.8,8.89999999999999,7.42,-0.028329784050584,9.61938953399658,184.926229551865,169.89201363868,174.28117960693,132.120478851341,2574.60489124612,5166408258,3289,1,0,0,,0,0.9591,ELEV
38,38,RACS_0425-72,22024,0,22069,IMAGED,04 25 11.603,-72 19 38.12,66.2983458333333,-72.3272555555556,285.263791247075,-36.5416106618852,-112.301,5118376888.99622,905.748479394226,905.74848,36,5165880911.288,125865757,12.9,8.60000000000001,-10.49,-0.042232040315867,10.1010761260986,174.43054459376,163.373295159413,118.355545653484,133.613551078327,2796.3216558397,5166407855,3578,1,0,0,,0,0.9638,ELEV
39,39,RACS_2044-72,21087,0,21082,IMAGED,20 44 25.892,-72 04 25.51,311.107883333333,-72.0737527777778,322.091768609728,-34.2980494265901,5.299,5116970834.91571,895.795199898987,895.7952,36,5165868279.351,125060541,12.6,8.70000000000001,-12.09,-0.010045107454062,0.929762303829193,177.32697438098,166.651359837016,135.054038345462,136.340050099955,1405.58475525491,5166377093,3600,1,0,0,,0,1.0134,SUMSS
40,40,RACS_2141-75,21939,0,21934,IMAGED,21 41 17.715,-75 45 16.71,325.3238125,-75.7546416666667,315.92266457073,-36.144154683902,-9.482,5118269183.22624,905.7484803479,905.74848,36,5165901104.433,124784981,13.9,9.19999999999998,2.55,-0.00576213048771,1.23461675643921,171.689751061623,162.224657983161,118.560906244314,128.568752506559,1443.72658132181,5166417399,3594,1,0,0,,0,0.9938,SUMSS
41,41,RACS_2307-78,21887,0,21934,IMAGED,23 07 54.223,-78 00 42.46,346.975929166667,-78.0117944444445,309.517857188191,-37.7599190255655,-31.696,5118190979.64173,895.795199898987,895.7952,36,5165896255.149,124687062,15.8,9.10000000000001,17.33,-0.00580229004845,0.544504582881928,168.792101080282,159.958837983928,106.329130986222,127.612701427327,1218.8065898604,5166413119,3637,1,0,0,,0,0.9732,SUMSS
42,42,RACS_0052-78,21816,0,21802,IMAGED,00 52 05.776,-78 00 42.46,13.0240666666667,-78.0117944444445,302.887862553658,-39.1164016452495,-58.304,5118105884.40614,895.795199898987,895.7952,36,5165891126.607,124762854,15.7,9.19999999999998,-10.1,-0.005059629213065,0.625628650188446,167.931557408609,157.735777540019,134.019821135364,123.164126747533,1453.03790387266,5166405591,3690,1,0,0,,0,0.989,SUMSS
43,43,RACS_0218-75,21819,0,21802,IMAGED,02 18 42.284,-75 45 16.71,34.6761833333333,-75.7546416666667,296.05663862593,-40.1867265642317,-80.518,5118110154.36326,905.7484803479,905.74848,36,5165891349.14,125093009,14.4,8.70000000000001,-15.94,-0.00970234721899,0.95205020904541,172.958731032726,162.520511638539,128.660062284245,129.968873653878,1359.79999516786,5166406750,3334,1,0,0,,0,1.0174,SUMSS
44,44,RACS_0315-72,22022,0,22069,IMAGED,03 15 34.107,-72 04 25.51,48.8921125,-72.0737527777778,289.062263197903,-40.9477887690995,-95.299,5118374500.20902,905.7484803479,905.74848,36,5165880756.202,125631504,12.6,8.5,-0.58,-0.024986917153001,5.61096429824829,187.504764836837,175.628626447817,131.79851900372,138.794103669095,1364.76520965327,5166407829,3558,1,0,0,,0,1.0222,SUMSS
45,45,RACS_2146-70,21938,0,21934,IMAGED,21 46 19.508,-70 18 22.76,326.581283333333,-70.3063222222222,321.341256330675,-39.5389829412137,-9.976,5118267988.83264,905.7484803479,905.74848,36,5169022721.852,124974160,12.2,8.5,-5.8,-0.020718963816762,3.69580817222595,174.928300375405,163.747573766551,126.958973463209,129.125678512766,4639.69671929475,5169261885,3655,0,0,0,,0,0.9669,ELEV
46,45,RACS_2146-70,21940,0,21934,IMAGED,21 46 19.508,-70 18 22.76,326.581283333333,-70.3063222222222,321.341256330675,-39.5389829412137,-9.976,5118270377.61984,905.7484803479,905.74848,36,5165901217.079,124980265,12.1,8.60000000000001,8.38,-0.024657871574163,3.41407585144043,162.909946766847,151.42504510397,119.738682449859,120.658898547988,4544.48213852981,5166417540,3715,1,0,0,,0,0.9163,SUMSS
47,46,RACS_2246-72,21886,0,21934,IMAGED,22 46 38.411,-72 45 46.24,341.660045833333,-72.7628444444444,314.737242024269,-41.3829581608647,-25.859,5118189864.87437,905.7484803479,905.74848,36,5165896164.322,124944939,13.2,8.5,19.17,-0.005317786708474,0.785313010215759,164.637044591317,156.340048959393,110.727966726263,124.670540517661,1422.67454244898,5166413210,3754,1,0,0,,0,0.9721,SUMSS
48,47,RACS_0000-73,21815,0,21802,IMAGED,00 00 00,-73 39 49.07,0.0,-73.6636305555556,307.839900779419,-42.9709865775439,-45.0,5118104779.59206,905.7484803479,905.74848,36,5165891038.969,124873757,13.6,8.60000000000001,1.34,-0.005826250649989,0.387030094861984,172.144394260234,155.057276380614,187.822374490406,124.53512017863,1392.02055142843,5166405115,3727,1,0,0,,0,0.9805,SUMSS
49,48,RACS_0113-72,21817,0,21802,IMAGED,01 13 21.588,-72 45 46.24,18.33995,-72.7628444444444,300.666843928317,-44.2688676995353,-64.141,5118107078.79974,905.748479394226,905.74848,36,5165891198.792,125015087,13.3,8.5,-11.51,-0.006085981149226,0.713538408279419,167.92726622766,157.525241333548,131.356643009637,128.249416535125,2545.37375968328,5166405936,3614,1,0,0,,0,1.0019,SUMSS
50,49,RACS_0213-70,21641,0,21637,IMAGED,02 13 40.491,-70 18 22.76,33.4187125,-70.3063222222222,293.255495201649,-45.2453860485037,-80.024,5117851925.80339,905.748479394226,905.74848,36,-1.0,125336270,11.9,8.30000000000002,-13.24,-0.028415910899639,4.51903486251831,182.978472416272,172.999058333305,141.145461986377,141.643843710909,1465.36420026119,-1,3579,1,0,0,,0,0.9841,SUMSS
51,50,RACS_1227-69,22115,0,22120,IMAGED,12 27 41.538,-69 28 28.82,186.923075,-69.4746722222222,300.839467624326,-6.69945435678449,-45.0,5118504429.99437,915.70175984314,915.70176,36,5165883661.061,125342672,13.8,8.1,54.0,-0.006232931278646,1.75201237201691,181.67984370747,164.145480398607,202.311867389471,135.805578210603,1452.78905779455,5166412569,3462,1,0,0,,0,0.9612,ELEV
52,51,RACS_1323-69,22471,0,22476,IMAGED,13 23 04.615,-69 28 28.82,200.769229166667,-69.4746722222222,305.716984860609,-6.77419092945513,-45.0,5119271333.64672,965.468159226685,965.46816,36,5165888646.318,125085875,11.6,8.70000000000001,-15.6,-0.027703804895282,2.73223042488098,191.956181451954,173.778645328106,210.931976177207,140.990464399266,2076.7631332816,5166418150,3590,1,0,0,,0,0.9675,ELEV
53,52,RACS_1418-69,37889,0,37911,IMAGED,14 18 27.692,-69 28 28.82,214.615383333333,-69.4746722222222,310.470861322768,-7.88670336128606,-45.0,5153138248.49549,915.70175984314,915.70176,36,5166689396.982,127057196,12.1,8.30000000000002,0.07,-0.006940572988242,0.747051775455475,178.949762574826,164.753323061155,191.143547581417,131.995642954018,1565.45801070816,5166871359,3405,1,0,0,,0,0.9679,ELEV
54,53,RACS_1513-69,24633,0,24555,IMAGED,15 13 50.769,-69 28 28.82,228.4615375,-69.4746722222222,314.893257653953,-9.98067938723771,-45.0,5122471783.51449,905.7484803479,905.74848,36,5165788353.748,125953334,17.5,9.79999999999999,2.15,-0.013547031208873,1.67100083827972,206.108079122737,186.150370730709,226.751256287874,145.649298462186,1891.02457893434,5166350685,3123,1,0,0,,0,1.0181,SUMSS
55,54,RACS_1609-69,21431,0,21430,IMAGED,16 09 13.846,-69 28 28.82,242.307691666667,-69.4746722222222,318.796549650611,-12.9536534126784,-45.0,5117562436.97702,905.7484803479,905.74848,36,5165874550.478,125157870,12.4,8.30000000000002,17.39,-0.005573703441769,1.64064908027649,180.562698726216,162.852992957764,203.288973604759,130.477349611456,1485.62006741828,5166400441,3469,1,0,0,,0,1.0105,SUMSS
56,55,RACS_1704-69,20436,0,20435,IMAGED,17 04 36.923,-69 28 28.82,256.153845833333,-69.4746722222222,322.01597606726,-16.6664635843854,-45.0,5115838255.93997,915.70175984314,915.70176,36,5165841521.003,125345489,14.0,8.39999999999999,-10.79,-0.006454394198954,1.14205634593964,179.072874223329,162.382475560632,199.749684811377,124.076720252578,1940.00321056686,5166366830,3344,1,0,0,,0,0.9931,SUMSS
57,56,RACS_1759-69,21433,0,21430,IMAGED,18 00 00,-69 28 28.82,270.0,-69.4746722222222,324.402868124287,-20.9520743044027,-45.0,5117564805.85766,915.70175984314,915.70176,36,5165874664.132,125124135,12.2,8.5,-7.45,-0.026576839387417,2.36583662033081,176.880813157497,158.734528253628,199.637990115776,129.508413678191,1420.90811987468,5166400571,3591,1,0,0,,0,0.9832,SUMSS
58,57,RACS_1855-69,21083,0,21082,IMAGED,18 55 23.076,-69 28 28.82,283.84615,-69.4746722222222,325.81159775585,-25.6206119258171,-45.0,5116966067.29459,905.7484803479,905.74848,36,5165868251.794,125107609,12.0,8.20000000000001,-0.77,-0.011694338172674,2.37535524368286,180.761259515874,163.640201790168,204.46639226424,131.890129389102,1619.29372754956,5166375774,3460,1,0,0,,0,0.9723,SUMSS
59,58,RACS_1950-69,20894,0,20892,IMAGED,19 50 46.153,-69 28 28.82,297.692304166667,-69.4746722222222,326.085842441008,-30.4589638616925,-45.0,5116625865.17952,965.468161134033,965.46816,36,5165860981.729,125224991,12.0,8.5,9.53,-0.005598369054496,1.33856117725372,181.682647467543,164.473390294167,204.35904839637,133.080491673248,1938.61814460726,5166410266,3501,1,0,0,,0,0.9873,SUMSS
60,59,RACS_2046-69,20896,0,20892,IMAGED,20 46 09.23,-69 28 28.82,311.538458333333,-69.4746722222222,325.052598533066,-35.2250484346133,-45.0,5116627059.57312,905.7484803479,905.74848,36,5165860951.865,125265930,11.8,8.70000000000001,1.06,-0.007443449925631,0.890265703201294,178.431870055428,161.612942658899,200.774933873625,130.394295818988,1617.89194931358,5166410334,3467,1,0,0,,0,0.9545,SUMSS
61,60,RACS_2141-69,21937,0,21934,IMAGED,21 41 32.307,-69 28 28.82,325.3846125,-69.4746722222222,322.538149472453,-39.6394817996552,-45.0,5118266893.97184,915.70175984314,915.70176,36,5165901013.488,125066923,12.1,8.5,-10.34,-0.019080277532339,3.51560401916504,177.025288100416,156.07299821987,190.339352998783,121.797768074641,2770.29698331591,5166416384,3653,1,0,0,,0,0.9299,SUMSS
62,61,RACS_2236-69,21885,0,21934,IMAGED,22 36 55.384,-69 28 28.82,339.230766666667,-69.4746722222222,318.427974451973,-43.3822421406889,-45.0,5118188593.61933,895.795199898987,895.7952,36,5165896077.449,125093842,12.4,8.30000000000002,16.29,-0.027417302131653,3.72353506088257,176.379598980926,157.007492356794,196.585392776239,127.169339722223,1604.11158873471,5166412562,3617,1,0,0,,0,0.9729,SUMSS
63,62,RACS_2332-69,21638,0,21637,IMAGED,23 32 18.461,-69 28 28.82,353.076920833333,-69.4746722222222,312.787763242773,-46.1097972708211,-45.0,5117848243.08979,905.748479394226,905.74848,36,5165883206.994,125131385,12.1,7.99999999999999,20.49,-0.014719662256539,0.926617324352264,185.39920040552,167.317244531124,211.497652422538,139.844603146156,1440.70324851814,5166378804,3425,1,0,0,,0,0.9737,SUMSS
