cal_sbid,sbid,field
45256,45181,RACS_1955-25
45256,45182,RACS_2004-18
45256,45183,RACS_2012-12
45256,45184,RACS_2004-06
45256,45185,RACS_2004+00
45256,45186,RACS_2004+06
45256,45187,RACS_2012+12
45256,45188,RACS_1955+25
45256,45189,RACS_2022+25
45256,45190,RACS_2116+25
45256,45191,RACS_2144+25
45256,45192,RACS_2049+25
45256,45193,RACS_2056+18
45256,45194,RACS_2122+18
45256,45195,RACS_2211+25
45256,45196,RACS_2215+18
45256,45197,RACS_2238+25
45256,45198,RACS_2241+18
45256,45199,RACS_2244+12
45256,45201,RACS_2305+25
45256,45203,RACS_2307+18
45256,45205,RACS_2309+12
45256,45206,RACS_2332+25
45256,45207,RACS_2333+18
45256,45208,RACS_2334+12
45256,45209,RACS_2347+06
45256,45210,RACS_2359+25
45256,45211,RACS_0000+18
45256,45212,RACS_0000+12
45256,45213,RACS_0012+06
45256,45214,RACS_0025+12
45256,45215,RACS_0027+25
45256,45216,RACS_0026+18
45256,45217,RACS_0037+06
45256,45218,RACS_0050+12
45256,45219,RACS_0054+25
45256,45220,RACS_0052+18
45256,45221,RACS_0102+06
45256,45222,RACS_0102+00
45256,45223,RACS_0037+00
45256,45224,RACS_0012+00
45256,45225,RACS_2347+00
45256,45226,RACS_2347-06
45256,45227,RACS_0012-06
45256,45228,RACS_0037-06
45256,45229,RACS_0102-06
45256,45230,RACS_0050-12
45256,45231,RACS_0025-12
45256,45232,RACS_0052-18
45256,45257,RACS_1955-25
45256,45258,RACS_1955+25
45256,45259,RACS_2022+25
45256,45260,RACS_2030+18
45256,45261,RACS_2049+25
45256,45262,RACS_2004+18
45256,45263,RACS_1938+18
45256,45264,RACS_1947+12
45256,45265,RACS_2012+12
45256,45266,RACS_2037+12
45256,45267,RACS_2056+18
45256,45268,RACS_2116+25
45256,45269,RACS_2144+25
45256,45270,RACS_2149+18
45256,45271,RACS_2122+18
45256,45272,RACS_2128+12
45256,45273,RACS_2211+25
45256,45274,RACS_2215+18
45256,45275,RACS_2218+12
45256,45276,RACS_2153+12
45256,45277,RACS_2143+06
45256,45278,RACS_2208+06
45256,45279,RACS_2238+25
45256,45280,RACS_2241+18
45256,45281,RACS_2244+12
45256,45282,RACS_2305+25
45256,45283,RACS_2307+18
45256,45284,RACS_2309+12
45256,45285,RACS_2322+06
45256,45286,RACS_2257+06
45256,45287,RACS_2332+25
45256,45288,RACS_2333+18
45256,45289,RACS_2334+12
45256,45290,RACS_2347+06
45256,45291,RACS_2359+25
45256,45292,RACS_0000+18
45256,45293,RACS_0000+12
45256,45294,RACS_0012+06
45256,45295,RACS_0025+12
45256,45296,RACS_0027+25
45256,45297,RACS_0026+18
45256,45298,RACS_0037+06
45256,45299,RACS_0050+12
45256,45300,RACS_0054+25
45256,45301,RACS_0052+18
45256,45302,RACS_0102+06
45256,45303,RACS_0102+00
45256,45304,RACS_0037+00
45256,45305,RACS_0012+00
