Component_ID,RA,DEC,RA_comp,DEC_comp
SB69138_component_1a,254.537482,7.690937,254.537548,7.690983
SB69138_component_6a,259.795575,6.970993,259.795556,6.971041
SB69138_component_7a,259.967532,8.284307,259.967526,8.284321
SB69138_component_12a,260.685682,10.226595,260.685762,10.226604
SB69138_component_28a,256.585416,12.149913,256.585406,12.149943
