BEAM_NUM,BEAM_TIME,RA_DEG,DEC_DEG,GAL_LONG,GAL_LAT,PSF_MAJOR,PSF_MINOR,PSF_ANGLE,VIS_TOTAL,VIS_FLAGGED
0,5255762432.0,194.0808563232422,39.880950927734375,118.69561004638672,77.20709228515625,20.501047134399414,7.530454158782959,-4.0711350440979,8823168,1406827
1,5255762432.0,195.25405883789062,39.90864944458008,114.69963836669922,77.06610870361328,20.520214080810547,7.633152484893799,-2.930384635925293,8823168,571195
2,5255762432.0,196.42752075195312,39.924049377441406,110.80702209472656,76.86632537841797,20.52288818359375,7.638803958892822,-1.7465907335281372,8823168,1050106
3,5255762432.0,197.60107421875,39.927120208740234,107.04495239257812,76.61041259765625,20.526714324951172,7.634001731872559,-0.5601475238800049,8823168,1182106
4,5255762432.0,198.7746124267578,39.91788864135742,103.43457794189453,76.30143737792969,20.577253341674805,7.575517654418945,0.5825292468070984,8823168,1330869
5,5255762432.0,199.9479522705078,39.896339416503906,99.99085998535156,75.94281005859375,20.597150802612305,7.569817543029785,1.776668667793274,8823168,1064345
6,5255762432.0,194.63677978515625,40.6756706237793,117.20189666748047,76.3733901977539,21.258724212646484,7.604615211486816,-3.5291640758514404,8823168,605746
7,5255762432.0,195.82374572753906,40.69746017456055,113.46330261230469,76.21204376220703,21.264192581176758,7.609403133392334,-2.349177837371826,8823168,727701
8,5255762432.0,197.01089477539062,40.7067985534668,109.82455444335938,75.9959945678711,21.28392791748047,7.61583948135376,-1.1715993881225586,8823168,781205
9,5255762432.0,198.1980743408203,40.70368957519531,106.30691528320312,75.72770690917969,21.287145614624023,7.6095428466796875,0.021666107699275017,8823168,718454
10,5255762432.0,199.38516235351562,40.68811798095703,102.92680358886719,75.40999603271484,21.28122901916504,7.547372341156006,1.184792160987854,8823168,1222631
11,5255763456.0,200.57196044921875,40.66011047363281,99.69591522216797,75.04586029052734,21.007247924804688,7.482676982879639,2.551494598388672,8823168,1606892
12,5255762432.0,194.00450134277344,41.43901824951172,119.46468353271484,75.65838623046875,22.108850479125977,7.587752342224121,-4.175897121429443,8823168,842454
13,5255762432.0,195.2054443359375,41.467369079589844,115.87987518310547,75.53214263916016,22.116111755371094,7.592696189880371,-3.0134472846984863,8823168,600141
14,5255762432.0,196.40667724609375,41.48311996459961,112.3698501586914,75.35285186767578,22.065673828125,7.59013557434082,-1.77842378616333,8823168,681009
15,5255762432.0,197.60804748535156,41.486270904541016,108.95500946044922,75.12244415283203,22.04288673400879,7.585073947906494,-0.5704107880592346,8823168,578642
16,5255762432.0,198.80935668945312,41.4768180847168,105.65227508544922,74.84320831298828,22.020526885986328,7.578686714172363,0.6475886702537537,8823168,582900
17,5255762432.0,200.0104522705078,41.454769134521484,102.474609375,74.51768493652344,21.618568420410156,7.518343925476074,1.186204195022583,8823168,1510983
18,5255762432.0,194.57179260253906,42.23377990722656,118.08206176757812,74.82991027832031,22.970905303955078,7.5710248947143555,-3.6053504943847656,8823168,846418
19,5255762432.0,195.78761291503906,42.25608825683594,114.70213317871094,74.68448638916016,22.947763442993164,7.571744441986084,-2.4272894859313965,8823168,529127
20,5255762432.0,197.003662109375,42.26565933227539,111.39586639404297,74.48924255371094,23.03169822692871,7.506607532501221,-1.0513423681259155,8823168,1012460
21,5255762432.0,198.2197723388672,42.26247024536133,108.1797103881836,74.24605560302734,22.799833297729492,7.54489278793335,0.06492897123098373,8823168,715256
22,5255762432.0,199.43572998046875,42.24653244018555,105.06725311279297,73.95701599121094,22.741731643676758,7.510538101196289,1.2834341526031494,8823168,929791
23,5255763456.0,200.65135192871094,42.217838287353516,102.06880950927734,73.62444305419922,22.6878662109375,7.4752583503723145,2.477088689804077,8823168,1109728
24,5255762432.0,193.92190551757812,42.99668884277344,120.09312438964844,74.1081314086914,23.878087997436523,7.539252281188965,-4.190589904785156,8823168,662728
25,5255762432.0,195.15283203125,43.02574920654297,116.8419189453125,73.99385833740234,23.82322883605957,7.540457248687744,-2.9995830059051514,8823168,842012
26,5255762432.0,196.3841094970703,43.041900634765625,113.64656066894531,73.83124542236328,23.613670349121094,7.48711633682251,-1.795998454093933,8823168,1089630
27,5255762432.0,197.6155548095703,43.04512023925781,110.52268981933594,73.62174224853516,23.54014778137207,7.457161903381348,-0.6002880930900574,8823168,1215230
28,5255762432.0,198.84693908691406,43.035438537597656,107.48384857177734,73.3670654296875,23.573471069335938,7.474299430847168,0.7116650342941284,8823168,995423
29,5255762432.0,200.07806396484375,43.012840270996094,104.54087829589844,73.06917572021484,23.513145446777344,7.4387922286987305,1.9120173454284668,8823168,1258365
30,5255762432.0,194.5014190673828,43.79207992553711,118.80828094482422,73.2835464477539,24.766881942749023,7.524580001831055,-3.566117286682129,8823168,936746
31,5255762432.0,195.74847412109375,43.814979553222656,115.72377014160156,73.15116882324219,24.588687896728516,7.465908527374268,-2.376136064529419,8823168,1425574
32,5255762432.0,196.99583435058594,43.824798583984375,112.69510650634766,72.97308349609375,24.35520362854004,7.465874671936035,-1.0742636919021606,8823168,1747141
33,5255762432.0,198.24325561523438,43.821529388427734,109.73533630371094,72.75068664550781,24.075410842895508,7.43975830078125,0.6751314401626587,8823168,1672441
34,5255762432.0,199.490478515625,43.80516815185547,106.8554458618164,72.4856185913086,24.38205909729004,7.36653995513916,1.3655039072036743,8823168,1876130
35,5255762432.0,200.73731994628906,43.775718688964844,104.06432342529297,72.17967224121094,24.39290428161621,7.401264667510986,2.5515897274017334,8823168,1453847
