Component_ID,RA,DEC,RA_comp,DEC_comp
SB67425_component_4a,287.896103,26.970527,287.896156,26.97049
SB67425_component_8a,292.437109,25.721147,292.437159,25.721179
SB67425_component_12a,290.121355,26.863247,290.121284,26.863334
