Component_ID,RA,DEC,RA_comp,DEC_comp
SB67767_component_3a,358.758747,-21.426891,358.758944,-21.426884
SB67767_component_7a,0.549678,-21.886179,0.549923,-21.886074
SB67767_component_10a,2.109098,-25.986546,2.109385,-25.986539
SB67767_component_18a,359.349137,-24.850911,359.349379,-24.850879
