INDEX,SRC,FIELD_NAME,SBID,SCAN,CAL_SBID,STATE,RA_HMS,DEC_DMS,RA_DEG,DEC_DEG,GAL_LONG,GAL_LAT,POL_AXIS,SCAN_START,SCAN_LEN,SCAN_TINT,NBEAMS_I,MOSAIC_TIME,NPIXELS_V,PSF_MAJOR,PSF_MINOR,PSF_ANGLE,MINIMUM,MAXIMUM,MED_RMS_uJy,MODE_RMS_uJy,STD_RMS_uJy,MIN_RMS_uJy,MAX_RMS_uJy,SELAVY_TIME,NUM_SELAVY,SELECT,DEFECT,ANOMALY,COMMENT,MinUV,FSCALE,FMETHOD
423,415,RACS_0216-32,71901,0,71914,OBSERVED,02 16 33.103,-32 36 41.83,34.1379291666667,-32.6116194444444,234.647093857216,-70.7896501379461,-45.0,5248826835.628414,905.7484803479003,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
424,416,RACS_0241-32,70671,0,70644,OBSERVED,02 41 22.758,-32 36 41.83,40.344825,-32.6116194444444,232.594539441695,-65.6171533465039,-45.0,5245813229.175166,905.748479394226,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
425,417,RACS_0306-32,72318,0,72305,OBSERVED,03 06 12.413,-32 36 41.83,46.5517208333333,-32.6116194444444,231.841765744161,-60.4006393273597,-45.0,5249863480.799614,846.0288005154418,846.0288000000002,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
426,418,RACS_0331-32,71906,0,71914,OBSERVED,03 31 02.068,-32 36 41.83,52.7586166666667,-32.6116194444444,231.831351000527,-55.1730494271985,-45.0,5248831672.922494,895.7951998989868,895.7952000000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
427,419,RACS_0355-32,71423,0,71429,OBSERVED,03 55 51.724,-32 36 41.83,58.9655166666667,-32.6116194444444,232.297132373648,-49.953094119632,-45.0,5247368775.991678,905.7484803479003,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
428,420,RACS_0420-32,71424,0,71429,OBSERVED,04 20 41.379,-32 36 41.83,65.1724125,-32.6116194444444,233.09978626813,-44.7537713915436,-45.0,5247369801.179519,905.748479394226,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
429,421,RACS_0445-32,71092,0,71072,OBSERVED,04 45 31.034,-32 36 41.83,71.3793083333333,-32.6116194444444,234.162384935426,-39.5857013011448,-45.0,5246681261.138302,905.7484803479003,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
430,422,RACS_0510-32,67431,0,67457,OBSERVED,05 10 20.689,-32 36 41.83,77.5862041666667,-32.6116194444444,235.441860377153,-34.4587049155183,-45.0,5237292444.365182,915.7017607968139,915.7017600000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
431,423,RACS_0535-32,67432,0,67457,OBSERVED,05 35 10.344,-32 36 41.83,83.7931,-32.6116194444444,236.915150706055,-29.3826618212309,-45.0,5237293669.06099,905.7484803479003,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
432,424,RACS_0600-32,67433,0,67457,OBSERVED,06 00 00,-32 36 41.83,90.0,-32.6116194444444,238.571992398126,-24.3680724397657,-45.0,5237294882.476415,905.748479394226,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
433,425,RACS_0624-32,67434,0,67457,OBSERVED,06 24 49.655,-32 36 41.83,96.2068958333333,-32.6116194444444,240.410966728205,-19.4265155973841,-45.0,5237296096.223614,905.7484803479003,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
434,426,RACS_0649-32,67854,0,67808,OBSERVED,06 49 39.31,-32 36 41.83,102.413791666667,-32.6116194444444,242.437258040381,-14.5710335173843,-45.0,5238072083.681663,915.7017598431396,915.7017600000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
435,427,RACS_0714-32,67437,0,67457,OBSERVED,07 14 28.965,-32 36 41.83,108.6206875,-32.6116194444444,244.661320497947,-9.8165545717995,-45.0,5237299738.681726,905.748479394226,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
436,428,RACS_0739-32,67438,0,67457,OBSERVED,07 39 18.62,-32 36 41.83,114.827583333333,-32.6116194444444,247.09803874759,-5.18032613380479,-45.0,5237300952.65011,905.748479394226,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
437,429,RACS_0804-32,67794,0,67808,OBSERVED,08 04 08.275,-32 36 41.83,121.034479166667,-32.6116194444444,249.766103387243,-0.682387315933516,-45.0,5237990912.029054,905.7484803479003,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
438,430,RACS_0828-32,67795,0,67808,OBSERVED,08 28 57.931,-32 36 41.83,127.241379166667,-32.6116194444444,252.687395023855,3.65392872022574,-45.0,5237991887.450495,895.7951998989868,895.7952000000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
439,431,RACS_0853-32,67717,0,67702,OBSERVED,08 53 47.586,-32 36 41.83,133.448275,-32.6116194444444,255.886167154836,7.80146796582227,-45.0,5237821953.663359,895.7951998989868,895.7952000000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
440,432,RACS_0918-32,67479,0,67457,OBSERVED,09 18 37.241,-32 36 41.83,139.655170833333,-32.6116194444444,259.387843598218,11.7287969399002,-45.0,5237393503.4453745,915.7017598431396,915.7017600000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
441,432,RACS_0918-32,69370,0,69391,OBSERVED,09 18 37.241,-32 36 41.83,139.655170833333,-32.6116194444444,259.387843598218,11.7287969399002,-45.0,5241008253.727102,915.7017598431396,915.7017600000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
442,433,RACS_0943-32,67374,0,67390,OBSERVED,09 43 26.896,-32 36 41.83,145.862066666667,-32.6116194444444,263.21715391362,15.3998419650409,-45.0,5237136931.553662,905.748479394226,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
443,434,RACS_1008-32,67375,0,67390,OBSERVED,10 08 16.551,-32 36 41.83,152.0689625,-32.6116194444444,267.395398997971,18.7738095828806,-45.0,5237138487.804286,905.7484803479003,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
444,435,RACS_1033-32,68052,0,68031,OBSERVED,10 33 06.206,-32 36 41.83,158.275858333333,-32.6116194444444,271.9366726357,21.8055669719637,-45.0,5238425461.50643,895.7951998989868,895.7952000000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
445,436,RACS_1057-32,68054,0,68031,OBSERVED,10 57 55.862,-32 36 41.83,164.482758333333,-32.6116194444444,276.84309527654,24.4467274391642,-45.0,5238427392.442751,905.748479394226,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
446,437,RACS_1122-32,67726,0,67702,OBSERVED,11 22 45.517,-32 36 41.83,170.689654166667,-32.6116194444444,282.09950166271,26.6476633593789,-45.0,5237830981.288319,905.748479394226,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
447,438,RACS_1147-32,67727,0,67702,OBSERVED,11 47 35.172,-32 36 41.83,176.89655,-32.6116194444444,287.66868064417,28.3605915973353,-45.0,5237831956.709759,895.7951998989868,895.7952000000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
448,439,RACS_1212-28,67487,0,67457,OBSERVED,12 12 00,-27 58 10.2,183.0,-27.9695,292.409316015053,34.0951458078181,-45.0,5237403497.42323,895.7951998989868,895.7952000000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
449,439,RACS_1212-28,69266,0,69228,OBSERVED,12 12 00,-27 58 10.2,183.0,-27.9695,292.409316015053,34.0951458078181,-45.0,5240848964.198783,915.7017598431396,915.7017600000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
450,440,RACS_1236-28,67633,0,67636,OBSERVED,12 36 00,-27 58 10.2,189.0,-27.9695,298.781440902861,34.7778043627746,-45.0,5237663331.225983,905.748479394226,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
451,441,RACS_1300-28,67634,0,67636,OBSERVED,13 00 00,-27 58 10.2,195.0,-27.9695,305.236064325026,34.8639391329224,-45.0,5237664337.50259,905.7484803479003,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
452,442,RACS_1324-28,67635,0,67636,OBSERVED,13 24 00,-27 58 10.2,201.0,-27.9695,311.644649718796,34.3507651171528,-45.0,5237665312.92403,895.7951998989868,895.7952000000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
453,443,RACS_1348-28,68602,0,68566,OBSERVED,13 48 00,-27 58 10.2,207.0,-27.9695,317.884446773414,33.2546275051642,-45.0,5239470658.093438,905.7484803479003,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
454,444,RACS_1412-28,68939,0,68942,OBSERVED,14 12 00,-27 58 10.2,213.0,-27.9695,323.852835387519,31.6085336634338,-45.0,5240161498.669438,905.7484803479003,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
455,445,RACS_1436-28,68941,0,68942,OBSERVED,14 36 00,-27 58 10.2,219.0,-27.9695,329.476100512332,29.4576030281546,-45.0,5240163519.074686,905.7484803479003,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
456,446,RACS_1500-28,-1,-1,-1,--NULL--,15 00 00,-27 58 10.2,225.0,-27.9695,334.711430574924,26.853765066597,-45.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
457,447,RACS_1524-28,-1,-1,-1,--NULL--,15 24 00,-27 58 10.2,231.0,-27.9695,339.543492008959,23.8509218961508,-45.0,-1.0,-1.0,-1.0,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
458,448,RACS_1548-28,68943,0,68942,OBSERVED,15 48 00,-27 58 10.2,237.0,-27.9695,343.978114739247,20.5012858061198,-45.0,5240172732.825982,915.7017598431396,915.7017600000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
459,449,RACS_1612-28,68071,0,68132,OBSERVED,16 12 00,-27 58 10.2,243.0,-27.9695,348.035412221946,16.8530620043834,-45.0,5238451369.89427,895.7952008526611,895.7952000000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
460,450,RACS_1636-28,66905,0,66901,OBSERVED,16 36 00,-27 58 10.2,249.0,-27.9695,351.743780424619,12.9492924883736,-45.0,5236212278.255999,846.0287995617675,846.0288000000002,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
461,451,RACS_1700-28,66907,0,66901,OBSERVED,17 00 00,-27 58 10.2,255.0,-27.9695,355.135346272792,8.82753828471036,-45.0,5236214368.4447975,905.7484803479003,905.7484800000001,-1,5256863334.666853,123720086,8.300000000000015,7.300000000000007,69.28,-0.020165076479315758,2.3582346439361572,183.63424757836572,175.8192252968057,61.788751473877326,143.58268975327863,1914.9526450437825,5256871059,4536,0,0,0,,100,1.0,
462,452,RACS_1724-28,68313,0,68280,OBSERVED,17 24 00,-27 58 10.2,261.0,-27.9695,358.242864841764,4.52008394505273,-45.0,5238886214.209918,895.7951998989868,895.7952000000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
463,452,RACS_1724-28,70912,0,70910,OBSERVED,17 24 00,-27 58 10.2,261.0,-27.9695,358.242864841764,4.52008394505273,-45.0,5246296851.53011,915.7017598431396,915.7017600000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
464,453,RACS_1748-28,67351,0,67348,OBSERVED,17 48 00,-27 58 10.2,267.0,-27.9695,1.09780124152737,0.054418523521279,-45.0,5237078922.178943,915.7017598431396,915.7017600000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
465,454,RACS_1812-28,67352,0,67348,OBSERVED,18 12 00,-27 58 10.2,273.0,-27.9695,3.72927170463388,-4.54617236389559,-45.0,5237079967.273342,836.0755200665283,836.0755200000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
466,455,RACS_1836-28,67307,0,67304,OBSERVED,18 36 00,-27 58 10.2,279.0,-27.9695,6.16355447301584,-9.26200247642199,-45.0,5236995379.21267,915.7017598431396,915.7017600000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
467,456,RACS_1900-28,67308,0,67304,OBSERVED,19 00 00,-27 58 10.2,285.0,-27.9695,8.42394760481662,-14.0764213387508,-45.0,5236996364.58739,895.7951998989868,895.7952000000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
468,457,RACS_1924-28,67309,0,67304,OBSERVED,19 24 00,-27 58 10.2,291.0,-27.9695,10.5308146199059,-18.9753140746853,-45.0,5236997330.055551,895.7951998989868,895.7952000000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
469,458,RACS_1948-28,68363,0,68356,OBSERVED,19 48 00,-27 58 10.2,297.0,-27.9695,12.5017075288209,-23.9466706200168,-45.0,5238980615.209342,905.7484803479003,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
470,459,RACS_2012-28,68365,0,68356,OBSERVED,20 12 00,-27 58 10.2,303.0,-27.9695,14.3514873498332,-28.9802212535417,-45.0,5238982556.098943,895.7951998989868,895.7952000000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
471,460,RACS_2036-28,68366,0,68356,OBSERVED,20 36 00,-27 58 10.2,309.0,-27.9695,16.0923741578403,-34.0671312078376,-45.0,5238983521.567102,895.7951998989868,895.7952000000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
472,461,RACS_2100-28,68368,0,68356,OBSERVED,21 00 00,-27 58 10.2,315.0,-27.9695,17.7338488290208,-39.1997455862661,-45.0,5238985711.288702,905.7484803479003,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
473,462,RACS_2124-28,68036,0,68031,OBSERVED,21 24 00,-27 58 10.2,321.0,-27.9695,19.2822851411278,-44.3713754992623,-45.0,5238383737.35667,905.748479394226,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
474,463,RACS_2148-28,69354,0,69345,OBSERVED,21 48 00,-27 58 10.2,327.0,-27.9695,20.7400801685068,-49.5761162139822,-45.0,5240964309.442943,905.748479394226,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
475,464,RACS_2212-28,69405,0,69391,OBSERVED,22 12 00,-27 58 10.2,333.0,-27.9695,22.1037796069764,-54.8086870671981,-45.0,5241058185.793918,905.7484803479003,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
476,465,RACS_2236-28,69546,0,69524,OBSERVED,22 36 00,-27 58 10.2,339.0,-27.9695,23.3599843003336,-60.0642786481978,-45.0,5241317842.760062,895.7951998989868,895.7952000000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
477,466,RACS_2300-28,67826,0,67808,OBSERVED,23 00 00,-27 58 10.2,345.0,-27.9695,24.475735501644,-65.3383782991568,-45.0,5238045060.526463,905.748479394226,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
478,467,RACS_2324-28,69450,0,69447,OBSERVED,23 24 00,-27 58 10.2,351.0,-27.9695,25.3728419001853,-70.6264925320038,-45.0,5241148410.286462,895.7951998989868,895.7952000000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
479,468,RACS_2348-28,67829,0,67808,OBSERVED,23 48 00,-27 58 10.2,357.0,-27.9695,25.8438765111513,-75.9234518835394,-45.0,5238048165.949822,915.7017598431396,915.7017600000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
480,469,RACS_0012-28,67830,0,67808,OBSERVED,00 12 00,-27 58 10.2,3.0,-27.9695,25.1639957008866,-81.220481331134,-45.0,5238049151.324542,895.7952008526611,895.7952000000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
481,470,RACS_0036-28,71837,0,71833,OBSERVED,00 36 00,-27 58 10.2,9.0,-27.9695,18.2323592529956,-86.4764206050766,-45.0,5248735062.405502,905.7484803479003,905.7484800000001,-1,5254983126.573715,123827544,8.300000000000015,7.300000000000007,66.39,-0.01544265728443861,7.4825897216796875,177.70748619153113,169.35700292287262,57.10550928661869,135.72455760370457,1452.0607645022064,5255051602,4536,0,0,0,,100,1.0,
482,471,RACS_0100-28,71838,0,71833,OBSERVED,01 00 00,-27 58 10.2,15.0,-27.9695,237.330594222251,-87.9241338058912,-45.0,5248736027.873663,905.748479394226,905.7484800000001,-1,5254983316.208145,123926422,8.300000000000015,7.300000000000007,65.71,-0.012958088889718056,1.2049715518951416,172.0793577721598,165.41166126786922,42.458028501332,138.17211431074884,500.002652472969,5255051663,4536,0,0,0,,100,1.0,
483,472,RACS_0124-28,71840,0,71833,OBSERVED,01 24 00,-27 58 10.2,21.0,-27.9695,221.454024402547,-82.7350257428977,-45.0,5248738167.828862,915.7017598431396,915.7017600000001,-1,5254983184.00321,123923495,8.399999999999988,7.300000000000007,67.45,-0.008787961676716805,1.0419317483901978,168.863866309752,162.39830675714586,42.128657073112755,133.6485196078946,501.10317990901825,5255051781,4536,0,0,0,,100,1.0,
484,473,RACS_0148-28,71841,0,71833,OBSERVED,01 48 00,-27 58 10.2,27.0,-27.9695,220.034458432291,-77.4416129527842,-45.0,5248739143.250302,905.7484803479003,905.7484800000001,-1,5254982541.210064,123926077,8.300000000000015,7.300000000000007,66.18,-0.005508430302143097,1.1418120861053467,174.3972303250527,167.2917512107507,43.31886095892932,136.064485588102,676.7426357170315,5255051839,4536,0,0,0,,100,1.0,
485,474,RACS_0212-28,71117,0,71110,OBSERVED,02 12 00,-27 58 10.2,33.0,-27.9695,220.297038257913,-72.1433961439314,-45.0,5246759228.166527,905.748479394226,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
486,475,RACS_0236-28,70670,0,70644,OBSERVED,02 36 00,-27 58 10.2,39.0,-27.9695,221.103353116078,-66.8521556313537,-45.0,5245812243.8004465,915.7017598431396,915.7017600000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
487,476,RACS_0300-28,70672,0,70644,OBSERVED,03 00 00,-27 58 10.2,45.0,-27.9695,222.167634696368,-61.5735716632748,-45.0,5245814194.643327,905.748479394226,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
488,477,RACS_0324-28,70673,0,70644,OBSERVED,03 24 00,-27 58 10.2,51.0,-27.9695,223.388239372411,-56.312224063076,-45.0,5245815160.111486,905.7484803479003,905.7484800000001,-1,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,-1,0,0,0,,0,1.0,
489,478,RACS_0348-28,71848,0,71833,OBSERVED,03 48 00,-27 58 10.2,57.0,-27.9695,224.723114272821,-51.0725830708519,-45.0,5248746249.892222,905.748479394226,905.7484800000001,-1,5254983303.883448,123911140,8.300000000000015,7.300000000000007,65.79,-0.005656415596604347,0.8337163329124451,169.82012805981137,163.5519333594726,55.126354058153765,134.7207096967987,3500.084414669458,5255052184,4536,0,0,0,,100,1.0,
490,479,RACS_0412-28,66919,0,66901,OBSERVED,04 12 00,-27 58 10.2,63.0,-27.9695,226.154635281271,-45.8593530580714,-45.0,5236254910.697854,965.4681601803588,965.4681600000001,-1,5256864912.449848,123731022,8.399999999999988,7.300000000000007,69.94,-0.005847284570336342,1.2662720680236816,177.67858681986294,171.0738708926074,48.31700290440247,141.7810130419777,1421.712842139604,5256870385,4536,0,0,0,,100,1.0,
491,480,RACS_0436-28,66829,0,66812,OBSERVED,04 36 00,-27 58 10.2,69.0,-27.9695,227.677067474249,-40.6776638642725,-45.0,5236084362.019198,905.7484803479003,905.7484800000001,-1,5255767526.203358,123536864,8.399999999999988,7.300000000000007,68.8,-0.013686380349099636,1.0836248397827148,186.2546066781872,178.63931382752327,48.725179495239445,141.8916703684406,737.4669407985226,5255789193,4536,0,0,0,,100,1.0,
492,481,RACS_0500-28,66830,0,66812,OBSERVED,05 00 00,-27 58 10.2,75.0,-27.9695,229.291387933753,-35.533225722669,-45.0,5236085581.517182,905.7484803479003,905.7484800000001,-1,5255767535.188965,123537027,8.399999999999988,7.2,68.46,-0.01987263932824135,1.8001521825790405,185.43578077900224,178.58922703838988,64.2626230754247,147.73656139557585,4103.873578772181,5255789215,4536,0,0,0,,100,1.0,
493,482,RACS_0524-28,66831,0,66812,OBSERVED,05 24 00,-27 58 10.2,81.0,-27.9695,231.002951051538,-30.43248544528,-45.0,5236086778.122622,915.7017607968139,915.7017600000001,-1,5255767529.314182,123738353,8.300000000000015,7.2,67.83,-0.007337271701544523,1.2942237854003906,180.81814205319552,173.29197865103956,50.35872499696026,145.44249323229158,710.8868654786966,5255789239,4536,0,0,0,,100,1.0,
494,483,RACS_0548-28,67276,0,67304,IMAGED,05 48 00,-27 58 10.2,87.0,-27.9695,232.82040133927,-25.3828008952451,-45.0,5236949552.984446,915.7017607968139,915.7017600000001,-1,5256919562.892975,123776940,10.199999999999989,8.1,-53.87,-0.005621883552521467,1.1397753953933716,187.18035155707062,179.81551787386485,48.16098799689169,142.84810461407685,640.4840286967487,5256922533,4536,0,0,0,,100,1.0,
495,484,RACS_0612-28,67277,0,67304,IMAGED,06 12 00,-27 58 10.2,93.0,-27.9695,234.7551930998,-20.3926447216562,-45.0,5236950538.359166,895.7951998989868,895.7952000000001,-1,5256919566.162924,123761027,10.199999999999989,8.1,-53.73,-0.012105420231819153,1.130179762840271,183.84469430299933,176.74796167963783,48.547905596253244,146.35942599082364,574.2414515490352,5256922557,4536,0,0,0,,100,1.0,
