Component_ID,RA,DEC,RA_comp,DEC_comp
SB67774_component_1a,40.621573,11.016715,40.621545,11.016869
SB67774_component_11a,36.424505,11.573545,36.424625,11.57374
SB67774_component_12a,35.564944,9.877015,35.565035,9.877172
SB67774_component_15a,34.321171,8.617706,34.321354,8.61775
SB67774_component_141a,35.224067,9.759645,35.224176,9.759772
