Component_ID,RA,DEC,ASKAP_flux,ASKAP_flux_SNR,RA_comp,DEC_comp,Comp_flux,Flux_Ratio_AlphaCorr,Flux_Ratio_NOAlphaCorr
SB68679_component_21a,253.77755,-62.499795,173.49099731445312,475.3177795410156,253.77773286433535,-62.499769105982736,149.18834874497958,0.9527648298709693,1.1628991055529152
SB68679_component_23a,260.117685,-63.97076,165.63299560546875,550.2757568359375,260.11761285367913,-63.970885412842186,146.56498882779297,0.9258919284454674,1.1300993295205024
SB68679_component_36a,253.058973,-66.419401,143.3209991455078,571.0,253.0590449167915,-66.4194553283911,122.16595590994254,0.9611768681043114,1.1731664364101584
SB68679_component_48a,259.744352,-66.169884,109.40699768066406,448.38934326171875,259.74426589728387,-66.16991830146016,94.4594082897853,0.9489505033439861,1.1582435213337576
SB68679_component_49a,262.573828,-62.111217,100.07599639892578,94.76893615722656,262.5733694713906,-62.11121442164029,75.98802464399786,1.0790174017097218,1.3169969461343352
SB68679_component_51a,249.939193,-66.799528,93.40499877929688,381.244873046875,249.939012645149,-66.7994781690963,73.2447809942165,1.0448095057064903,1.2752444271308867
SB68679_component_54a,260.340347,-62.031169,92.67500305175781,90.41464233398438,260.3401745545148,-62.03114441774609,70.54750007054507,1.076278491099698,1.3136539630615685
SB68679_component_55a,248.785716,-63.024666,99.38999938964844,163.7397003173828,248.78594707853716,-63.024784292119605,82.49060716493669,0.9871470876723044,1.2048644422136703
SB68679_component_56a,254.631456,-62.416467,90.7300033569336,274.93939208984375,254.63155603214526,-62.416467653468004,73.66450821574317,1.0091048975072074,1.2316650929265727
SB68679_component_61a,261.980477,-64.806767,78.76399993896484,196.91000366210938,261.9800170169161,-64.80684284896722,67.41575748686274,0.9572161676996266,1.1683321952484702
SB68679_component_64a,249.218023,-65.13576,78.37300109863281,380.4514465332031,249.21817834923496,-65.13582301034187,71.48826804413854,0.8982048229103237,1.096305774959375
SB68679_component_65a,258.758961,-62.01831,75.63800048828125,84.98651885986328,258.758884226101,-62.01835142456615,66.71945836503495,0.9288192517064134,1.1336722800483667
SB68679_component_66a,255.148117,-65.14046,79.45700073242188,397.2850036621094,255.148095689483,-65.14048001724815,63.0417280825437,1.0326371358048543,1.2603874155921746
SB68679_component_69a,255.664723,-66.132561,72.0999984741211,358.7064514160156,255.66454516491558,-66.1325949705115,55.545597135029396,1.063479925392917,1.2980326469233652
SB68679_component_70a,262.998297,-66.133237,71.35700225830078,181.56997680664062,262.99822053472394,-66.13336400480642,64.98062015725597,0.8996973180367284,1.098127443007064
SB68679_component_77a,252.37667,-66.557604,65.35600280761719,365.1173095703125,252.37676475951702,-66.55750649583095,51.66441898505066,1.0364243644451838,1.2650099254291092
SB68679_component_79a,260.761622,-64.66391,61.49300003051758,207.04714965820312,260.76146829414444,-64.66399707418506,56.043364973470986,0.8989699167575611,1.0972396118546106
