cal_sbid,sbid,field
55539,55538,RACS_1813+41
55539,55540,RACS_2115-60
55539,55541,RACS_2132-51
55539,55542,RACS_2144-46
55539,55543,RACS_2155-41
55539,55544,RACS_2212-28
55539,55545,RACS_2228-23
55539,55546,RACS_2250+41
55539,55547,RACS_2318+41
55539,55548,RACS_2346+41
55539,55549,RACS_0013+41
55539,55550,RACS_0000+37
55539,55551,RACS_0041+41
55539,55552,RACS_0109+41
55539,55553,RACS_0136+41
55539,55554,RACS_0204+41
55539,55555,RACS_0144+37
55539,55556,RACS_0232+41
55539,55557,RACS_0259+41
55539,55558,RACS_0327+41
55539,55559,RACS_0355+41
55539,55560,RACS_0423+41
55539,55561,RACS_0355+37
55539,55562,RACS_0421+37
55539,55563,RACS_0450+41
55539,55564,RACS_0518+41
55539,55565,RACS_0546+41
55539,55566,RACS_0613+41
55539,55567,RACS_0641+41
55539,55568,RACS_0709+41
55539,55569,RACS_0632+37
55539,55570,RACS_0658+37
55539,55571,RACS_0736+41
55539,55572,RACS_0804+41
55539,55573,RACS_0832+41
55539,55574,RACS_0751+37
55539,55575,RACS_0817+37
55539,55576,RACS_0859+41
55539,55577,RACS_0927+41
55539,55578,RACS_0909+37
55539,55579,RACS_0918+32
55539,55580,RACS_0936+37
55539,55581,RACS_0955+41
55539,55582,RACS_1023+41
55539,55583,RACS_1050+41
55539,55584,RACS_1118+41
55539,55585,RACS_1146+41
55539,55586,RACS_1120+37
55539,55587,RACS_1146+37
55539,55588,RACS_1213+41
55539,55589,RACS_1213+37
55539,55590,RACS_1241+41
55539,55591,RACS_1239+37
55539,55592,RACS_1309+41
55539,55593,RACS_1336+41
55539,55594,RACS_1331+37
55539,55595,RACS_1404+41
55539,55596,RACS_1432+41
55539,55597,RACS_1424+37
55539,55598,RACS_1459+41
55673,55634,RACS_0327+41
55673,55635,RACS_0355+41
55673,55636,RACS_0423+41
55673,55637,RACS_0450+41
55673,55638,RACS_0421+37
55673,55639,RACS_0448+37
55673,55640,RACS_0518+41
55673,55641,RACS_0514+37
55673,55642,RACS_0546+41
55673,55643,RACS_0613+41
55673,55644,RACS_0641+41
55673,55645,RACS_0709+41
55673,55646,RACS_0632+37
55673,55647,RACS_0658+37
55673,55648,RACS_0736+41
55673,55649,RACS_0804+41
