INDEX,SRC,FIELD_NAME,SBID,SCAN,CAL_SBID,STATE,RA_HMS,DEC_DMS,RA_DEG,DEC_DEG,GAL_LONG,GAL_LAT,POL_AXIS,SCAN_START,SCAN_LEN,SCAN_TINT,NBEAMS_I,MOSAIC_TIME,NPIXELS_V,PSF_MAJOR,PSF_MINOR,PSF_ANGLE,MINIMUM,MAXIMUM,MED_RMS_uJy,MODE_RMS_uJy,STD_RMS_uJy,MIN_RMS_uJy,MAX_RMS_uJy,SELAVY_TIME,NUM_SELAVY,SELECT,DEFECT,ANOMALY,COMMENT,MinUV,MED_VRMS_uJy,MIN_VRMS_uJy,MAX_VRMS_uJy,FSCALE,PLANET
0,0,RACS_1023+41,34688,0,34697,IMAGED,10 23 04.615,+41 52 34.89,155.769229166667,41.8763583333333,177.182179283999,56.4067670003907,-45.0,5147096303.51808,895.795,895.795,36,5215990954.64766,196968109,21.7,6.40000000000001,-9.01,-0.00744419824332,0.968868911266327,235.291613217545,222.042559625734,230.966781340159,153.678861523311,2407.28375185322,5215994669,2392,1,0,0,,100,213.851788430475,116.428949695546,838.491076137871,1.1143766176647312,0
0,0,RACS_1044+46,34689,0,34697,IMAGED,10 45 00,+46 30 01.477,161.25,46.5004102777778,166.576480746192,58.4841287435076,-45.0,5147097679.83552,905.748,905.748,36,5215991063.94967,196515058,29.1,6.50000000000002,-9.36,-0.009612446650863,0.696428179740906,233.231631449366,219.937130244082,224.043211229436,141.854882151927,2144.18286549064,5215993978,2453,1,0,0,,100,211.904509342276,101.433935924433,828.409858513624,1.1135846005124872,0
0,0,RACS_1050+41,34690,0,34697,IMAGED,10 50 46.153,+41 52 34.89,162.692304166667,41.8763583333333,174.15886672549,61.3188056018162,-45.0,5147098685.1168,905.748,905.748,36,5215991164.74539,196976511,22.3,6.40000000000001,-12.02,-0.01363707985729,1.47335362434387,220.063644307379,206.939392776132,223.205602783314,139.895140108486,2202.62500036196,5215993912,2568,1,0,0,,100,200.372305698693,113.62238728907,779.898546170443,1.1126676346525197,0
0,0,RACS_1118+41,34691,0,34697,IMAGED,11 18 27.692,+41 52 34.89,169.615383333333,41.8763583333333,169.097866092577,65.9607192590449,-45.0,5147099879.5104,895.795,895.795,36,5215991594.36709,196818009,22.0,6.40000000000001,-10.23,-0.008951090276241,1.59439098834991,229.37839697519,215.827273939051,224.277819616236,143.390825185359,1966.96466512376,5215994750,2541,1,0,0,,100,204.480835236609,126.21957284864,798.621214926243,1.1112152795325507,0
0,0,RACS_1144+46,34692,0,34697,IMAGED,11 45 00,+46 30 01.477,176.25,46.5004102777778,152.643531037224,66.6097879275193,-45.0,5147101063.95072,905.748,905.748,36,5215991313.60942,196504309,28.8,6.50000000000002,-8.61,-0.0110202152282,1.70499074459076,238.203581745665,224.09882451658,230.999180480379,140.7293668935,2509.1698818334,5215994346,2439,1,0,0,,100,211.783553822897,129.138265037909,849.4594367221,1.1093976354150863,0
0,0,RACS_1146+41,34693,0,34697,IMAGED,11 46 09.23,+41 52 34.89,176.538458333333,41.8763583333333,160.887021500522,70.1104358765828,-45.0,5147102258.34432,905.748,905.748,36,5215997807.35827,196799322,22.5,6.40000000000001,-13.04,-0.008992244489491,1.58418357372284,224.045419092086,211.350194466171,218.425911081832,135.263618316537,2133.77123607186,5216000667,2736,1,0,0,,100,203.23864009697,109.550805063918,790.277554187924,1.1071997701297973,0
0,0,RACS_1213+41,34694,0,34697,IMAGED,12 13 50.769,+41 52 34.89,183.4615375,41.8763583333333,148.068184986,73.3674204556459,-45.0,5147103452.73792,895.795,895.795,36,5215997787.06714,196963724,22.1,6.40000000000001,-11.19,-0.008299988694489,1.34013724327087,221.734493020908,209.153084596786,221.604318648104,133.362521941437,2268.38376417789,5216001022,2619,1,0,0,,100,202.635834284592,113.413225335535,782.141054514796,1.1046541490197657,0
0,0,RACS_1900-28,34698,0,34697,IMAGED,19 00 00,-27 58 10.2,285.0,-27.9695,8.42394760481661,-14.0764213387508,-45.0,5147128077.15264,905.748,905.748,36,5215999546.28565,197011737,6.8,6.00000000000001,60.93,-0.019998570904136,1.06422936916351,184.673336190237,175.615622500571,180.926863257832,124.746421604708,1419.03740817127,5216001942,2791,1,0,0,,100,172.055340954103,105.909668491222,679.819902870804,1.0236518468607751,0
0,0,RACS_1918-18,34699,0,34697,IMAGED,19 18 45,-18 40 03.793,289.6875,-18.6677202777778,18.9909281454544,-14.2524474287455,-45.0,5147129361.12576,905.748,905.748,36,5215998140.97193,196887958,6.8,6.00000000000001,69.44,-0.018263150006533,2.52741646766663,187.217309441365,177.050368425705,184.189084375338,122.069824705131,1527.57033566531,5216001250,2727,1,0,0,,100,171.785162820015,119.803931738716,659.64279929176,1.0207021188992125,0
0,0,RACS_2044+46,34702,0,34697,IMAGED,20 45 00,+46 30 01.477,311.25,46.5004102777778,85.6287848682138,2.26217604324953,-45.0,5147133143.37216,915.702,915.702,36,5215998168.92252,196320179,28.9,6.50000000000002,-7.72,-0.007817166857421,0.489155560731888,227.56150530567,213.13145776792,305.683534874132,134.202354832699,26597.7962202633,5216001295,2300,1,0,0,,100,202.708004508167,103.00638678018,809.910241514444,1.0141627361041052,0
0,0,RACS_2059+41,34703,0,34697,IMAGED,21 00 00,+41 52 34.89,315.0,41.8763583333333,83.7925892957991,-2.76043082370469,-45.0,5147134228.27968,905.748,905.748,36,5217025610.75566,197052684,21.9,6.40000000000001,-8.63,-0.008033672347665,1.27703893184662,218.14904944644,204.690085728515,226.988005463651,134.117321582791,4651.58877362137,5217028152,2435,1,0,0,,100,192.81824643258,119.719108624849,777.113600634038,1.0129229849860772,0
0,0,RACS_2100+28,34704,0,34697,IMAGED,21 00 00,+27 58 01.004,315.0,27.9669455555556,73.1154673865329,-11.7908395957069,-45.0,5147135422.67328,905.748,905.748,36,5217033472.14705,196909450,12.8,6.40000000000001,-16.57,-0.009520567022264,0.58599179983139,200.323719904103,190.14409529142,198.570096659379,130.400466070606,1840.14763630612,5217036046,2471,1,0,0,,100,181.545663508587,120.832199172582,702.609599102289,1.0119024335467677,0
0,0,RACS_2127+41,34705,0,34697,IMAGED,21 27 41.538,+41 52 34.89,321.923075,41.8763583333333,87.3494579304489,-6.50123383377094,-45.0,5147136617.06688,905.748,905.748,36,5217033237.17197,196861528,22.5,6.40000000000001,-11.43,-0.006791693624109,0.795332431793213,220.369884753952,208.38521527335,221.387237605751,138.897834308418,2161.49771134,5217036116,2473,1,0,0,,100,200.544294784777,122.293902677484,760.568189434707,1.0112491029819608,0
0,0,RACS_2155+41,34706,0,34697,IMAGED,21 55 23.076,+41 52 34.89,328.84615,41.8763583333333,91.2499709709771,-9.91573464642015,-45.0,5147137811.46048,895.795,895.795,36,5217033234.0432,196852160,22.3,6.40000000000001,-9.53,-0.02739773504436,2.0950436592102,217.928052920602,205.504705344721,214.787259230757,128.099869939466,2972.78345559066,5217036956,2405,1,0,0,,100,198.147587070707,115.45344023034,745.088851545006,1.010967222623602,0
0,0,RACS_2223+41,34707,0,34697,IMAGED,22 23 04.615,+41 52 34.89,335.769229166667,41.8763583333333,95.494975262828,-12.9573130758693,-45.0,5147138995.9008,905.748,905.748,36,5217033432.04333,196900749,21.8,6.40000000000001,-7.63,-0.009211832657456,0.971390187740326,223.533920220219,207.704293320418,239.056623460206,132.783819075599,4435.48565179529,5217037071,2364,1,0,0,,100,189.922240679152,101.787198218517,756.50803046301,1.01105631037846,0
0,0,RACS_2244+46,34708,0,34697,IMAGED,22 45 00,+46 30 01.477,341.25,46.5004102777778,101.367514907167,-11.0095703135101,-45.0,5147140190.2944,905.748,905.748,36,5217050501.01574,196377799,28.9,6.50000000000002,-7.21,-0.014364742673934,0.536819219589233,246.233734402328,228.749602394614,236.749860571692,138.412124939191,3312.07735755869,5217053122,2089,1,0,0,,100,198.443791305181,101.443794847,787.229975685477,1.011517287087031,0
0,0,RACS_2250+41,34709,0,34697,IMAGED,22 50 46.153,+41 52 34.89,342.692304166667,41.8763583333333,100.074356195025,-15.5775377121439,-45.0,5147141384.688,895.795,895.795,36,5217051952.82555,196872978,22.3,6.40000000000001,-10.59,-0.013837675563991,1.63329946994782,210.098967895055,196.987930407305,329.748853676408,127.826813682969,32912.7577024535,5217054809,2614,1,0,0,,100,191.225117305294,118.136842502281,720.426614861935,1.0123479790321932,0
0,0,RACS_2307+37,34710,0,34697,IMAGED,23 07 38.181,+37 14 45.37,346.9090875,37.2459361111111,100.997725995877,-21.1652603300384,-45.0,5147142579.0816,955.515,955.515,36,5217103455.11878,196936937,17.7,6.40000000000001,-11.94,-0.007680238224566,1.20911455154419,207.003478212123,195.663102680955,205.753577181177,133.164116680578,2059.02114671809,5217105177,2556,1,0,0,,100,187.455836567096,109.703614725731,712.849316187203,1.0135430023140886,0
0,0,RACS_2322+32,34711,0,34697,IMAGED,23 22 45.517,+32 36 32.64,350.689654166667,32.6090666666667,102.098428436059,-26.6500290666996,-45.0,5147144144.17958,905.748,905.748,36,5217097925.73822,197017149,18.7,6.50000000000002,-23.08,-0.008555321022868,1.10783874988556,209.235494626373,197.883576418439,211.318754822222,133.352648690509,1860.02154735568,5217101606,2584,1,0,0,,100,191.48374121869,126.038867165335,738.247821573168,1.0156471333641741,0
0,0,RACS_2346+41,34712,0,34697,IMAGED,23 46 09.23,+41 52 34.89,356.538458333333,41.8763583333333,110.117677079347,-19.3652238494322,-45.0,5147145484.8864,905.748,905.748,36,5217104360.02669,196669474,29.0,6.90000000000001,-19.12,-0.013740486465395,1.34073615074158,217.743230979473,204.579136444895,217.689179144669,130.861532608609,3198.63936634219,5217107133,2485,1,0,0,,100,199.060596060008,123.359597637318,783.292576670647,1.0179185632777261,0
0,0,RACS_0013+41,34713,0,34697,IMAGED,00 13 50.769,+41 52 34.89,3.4615375,41.8763583333333,115.476064984819,-20.4505252521353,-45.0,5147146826.03558,905.748,905.748,36,5217400128.46215,196835865,28.4,6.8,-18.07,-0.015042540617287,1.34683680534363,219.032216902748,205.777571210525,217.768982052311,135.538065848835,2232.60957281001,5217403697,2434,1,0,0,,100,198.896275833249,112.987610918935,739.590788725764,1.0206039644035796,0
0,0,RACS_0052+37,34715,0,34697,IMAGED,00 52 21.818,+37 14 45.37,13.0909083333333,37.2459361111111,123.136251598709,-25.6254442112951,-45.0,5147148982.24781,895.795,895.795,36,5217126397.59983,196995476,22.1,6.7,-19.21,-0.006654673721641,0.740715086460114,215.486556181119,203.516999229298,213.996346853535,135.87266909272,2188.11571306436,5217129886,2563,1,0,0,,100,192.318184417672,123.255027574487,789.633602835238,1.0257297313811324,0
0,0,RACS_0109+41,34716,0,34697,IMAGED,01 09 13.846,+41 52 34.89,17.3076916666667,41.8763583333333,126.475335443684,-20.872939671024,-45.0,5147150176.64141,895.795,895.795,36,5217127090.11788,196769071,28.6,6.8,-18.19,-0.008219518698752,0.602582454681397,225.883188382001,212.420129210524,218.445546080602,141.149943629577,2152.34501685276,5217198178,2545,1,0,0,,100,198.817688215058,97.616903076414,761.826639063656,1.0289630965419376,0
0,0,RACS_0136+41,34717,0,34697,IMAGED,01 36 55.384,+41 52 34.89,24.2307666666667,41.8763583333333,131.931547280305,-20.1991699855871,-45.0,5147151361.08173,905.748,905.748,36,5217127381.36267,196748539,27.6,6.90000000000001,-16.7,-0.012481235899031,0.892706453800201,221.301662029382,208.776409298486,226.561449565301,130.658506728526,3309.58271521476,5217129873,2411,1,0,0,,100,201.57199469395,118.46416600747,796.238833572716,1.0324199319267298,0
0,0,RACS_0204+41,34718,0,34697,IMAGED,02 04 36.923,+41 52 34.89,31.1538458333333,41.8763583333333,137.239285535978,-18.9533900800595,-45.0,5147152555.47533,905.748,905.748,36,5217128212.96338,196876943,27.1,6.90000000000001,-15.15,-0.011816785670817,0.819532990455627,224.319308134606,210.202167870268,230.065894778616,133.837075654094,5320.84756431269,5217131585,2453,1,0,0,,100,198.802619706839,118.840463983361,806.2599808909,1.0361344966175057,0
0,0,RACS_0210+37,34719,0,34697,IMAGED,02 10 54.545,+37 14 45.37,32.7272708333333,37.2459361111111,140.020219176383,-22.9746191387403,-45.0,5147153749.86893,905.748,905.748,36,5217128287.87272,196825598,22.1,6.7,-19.55,-0.008212040178478,1.22655403614044,217.955998617954,205.354364196703,217.942790343875,136.529406412519,3266.8656489865,5217131452,2553,1,0,0,,100,195.889922906645,108.844906208105,744.560966268182,1.0400528995078862,0
0,0,RACS_0232+41,34720,0,34697,IMAGED,02 32 18.461,+41 52 34.89,38.0769208333333,41.8763583333333,142.323658821151,-17.1658304229814,-45.0,5147154944.26253,905.748,905.748,36,5217297012.57395,196799058,28.2,6.90000000000001,-17.59,-0.008312677964568,1.61482107639313,231.153113476164,217.010783575134,329.339453911296,140.60113481277,23440.0697655816,5217299686,2619,1,0,0,,100,204.737742024008,111.620567622595,798.387860413641,1.0441475327170093,0
0,0,RACS_0259+41,34721,0,34697,IMAGED,03 00 00,+41 52 34.89,45.0,41.8763583333333,147.127724848475,-14.8764379687839,-45.0,5147156138.65613,905.748,905.748,36,5217301904.15974,196892591,27.6,6.90000000000001,-16.03,-0.007463528774679,1.10983908176422,229.666953797337,216.19180844357,254.555271462074,140.368171052813,12398.4566272145,5217304619,2591,1,0,0,,100,205.266856937669,111.934445158113,828.816089779139,1.0483891944019361,0
0,0,RACS_0306+32,34722,0,34697,IMAGED,03 06 12.413,+32 36 32.64,46.5517208333333,32.6090666666667,153.246345492677,-22.2122061321969,-45.0,5147157333.04973,895.795,895.795,36,5217366441.21842,196782837,18.5,6.59999999999999,-22.79,-0.010726468637586,1.41935861110687,219.687202402713,207.864716365774,297.168783789893,136.248638755397,27514.4334344885,5217368887,2516,1,0,0,,100,198.986046598293,107.506981294137,793.398357927799,1.052747255018518,0
0,0,RACS_0329+37,34723,0,34697,IMAGED,03 29 27.272,+37 14 45.37,52.3636333333333,37.2459361111111,154.669236936597,-15.7036663282945,-45.0,5147158527.44333,895.795,895.795,36,5217366512.80398,196995094,22.0,6.7,-19.77,-0.007040370255709,0.518898665904999,242.952201170246,229.453733204639,244.205894910269,148.915188324902,2942.0148200508,5217369344,2458,1,0,0,,100,220.278263441287,119.267548143398,850.577373057604,1.0571898431548903,0
0,0,RACS_0355+37,34724,0,34697,IMAGED,03 55 38.181,+37 14 45.37,58.9090875,37.2459361111111,158.871026444199,-12.4580644974726,-45.0,5147159721.83693,895.795,895.795,36,5217366648.03492,196879645,21.7,6.7,-18.71,-0.016386460512877,1.61164283752441,231.559691206449,218.52879518282,231.091099261378,146.782451598533,3694.30743048507,5217369004,2526,1,0,0,,100,209.985359106213,108.888591057621,827.617710456252,1.0616840511619168,0
0,0,RACS_0421+37,34725,0,34697,IMAGED,04 21 49.09,+37 14 45.37,65.4545416666667,37.2459361111111,162.725289648583,-8.88071430327615,-45.0,5147160906.27725,905.748,905.748,36,5217379883.60542,196577853,21.5,6.8,-17.71,-0.017672145739198,1.73717081546783,240.222768309913,227.511659053278,417.917403541266,152.374690333678,39563.4185587414,5217382288,2471,1,0,0,,100,218.17916422151,126.600716612302,849.585689138621,1.066158579037806,0
0,0,RACS_0444+46,34726,0,34697,IMAGED,04 45 00,+46 30 01.477,71.25,46.5004102777778,158.82351462245,0.554014715266058,-45.0,5147162100.67085,905.748,905.748,36,5217379954.20878,196456320,36.7999999999999,7.09999999999999,-13.51,-0.016855476424098,1.34033095836639,253.109539589058,238.037328106817,429.411988266159,152.197880953484,46363.5989585746,5217382922,2308,1,0,0,,100,227.062810154166,126.481929328293,883.678207173944,1.0706545817383357,0
0,0,RACS_0514+46,34727,0,34697,IMAGED,05 15 00,+46 30 01.477,78.75,46.5004102777778,162.007792992668,4.61823708460732,-45.0,5147163295.06445,905.748,905.748,36,5217380237.02786,196508817,35.3,7.09999999999999,-11.37,-0.017545156180859,1.1447925567627,251.857507308383,235.035140569094,238.205556692405,143.938603270399,2476.12448565778,5217383138,2280,1,0,0,,100,219.217035919428,114.694084913936,852.042809128761,1.0750998945440626,0
0,0,RACS_0514+37,34728,0,34697,IMAGED,05 14 10.909,+37 14 45.37,78.5454541666667,37.2459361111111,169.444670122534,-0.901030327979038,-45.0,5147164489.45805,905.748,905.748,36,5217453953.74936,196816519,21.5,6.7,-19.02,-0.008435556665063,0.882909595966339,243.574587833979,230.479317547261,301.967001484034,152.866254655231,25899.3051640629,5217456657,2516,1,0,0,,100,216.417101910338,130.384854855947,825.012743007392,1.079459893128881,0
0,0,RACS_0544+46,34729,0,34697,IMAGED,05 45 00,+46 30 01.477,86.25,46.5004102777778,164.826820041536,8.9542011660667,-45.0,5147165673.89837,905.748,905.748,36,5217454120.52872,196422801,36.2999999999999,7.09999999999999,-13.61,-0.011094692163169,1.27439725399017,257.033560875171,239.013267675054,290.164534380321,153.849380470542,3959.65282081055,5217456727,2201,1,0,0,,100,224.147937842645,115.062859549653,857.72480815649,1.0836654618999206,0
0,0,RACS_0548+28,34730,0,34697,IMAGED,05 48 00,+27 58 01.004,87.0,27.9669455555556,181.099988130302,-0.055738640306982,-45.0,5147166878.24525,905.748,905.748,36,5217454680.08844,196825487,15.7,6.59999999999999,-24.43,-0.007819839753211,0.746634900569916,223.453878030855,211.745780775176,216.450772355045,144.385478512458,1981.84799069913,5217457231,2643,1,0,0,,100,201.534581719898,116.289957077242,789.462181273848,1.0877870348017578,0
